distribution,x,pdf
"Mix(Exp(1);Shifted(Exp(1),10))",0.9042844465871651,0.20241573001017174
"Mix(Exp(1);Shifted(Exp(1),10))",0.9181965149914224,0.19961920634685804
"Mix(Exp(1);Shifted(Exp(1),10))",0.9321085833956797,0.19686131873519444
"Mix(Exp(1);Shifted(Exp(1),10))",0.946020651799937,0.1941415333894288
"Mix(Exp(1);Shifted(Exp(1),10))",0.9599327202041943,0.1914593238984556
"Mix(Exp(1);Shifted(Exp(1),10))",0.9738447886084516,0.18881417112392979
"Mix(Exp(1);Shifted(Exp(1),10))",0.9877568570127089,0.18620556309978806
"Mix(Exp(1);Shifted(Exp(1),10))",1.0016689254169662,0.18363299493315868
"Mix(Exp(1);Shifted(Exp(1),10))",1.0155809938212235,0.1810959687066399
"Mix(Exp(1);Shifted(Exp(1),10))",1.0294930622254808,0.17859399338192877
"Mix(Exp(1);Shifted(Exp(1),10))",1.043405130629738,0.17612658470478118
"Mix(Exp(1);Shifted(Exp(1),10))",1.0573171990339953,0.1736932651112852
"Mix(Exp(1);Shifted(Exp(1),10))",1.0712292674382526,0.1712935636354289
"Mix(Exp(1);Shifted(Exp(1),10))",1.08514133584251,0.16892701581794584
"Mix(Exp(1);Shifted(Exp(1),10))",1.0990534042467672,0.1665931636164192
"Mix(Exp(1);Shifted(Exp(1),10))",1.1129654726510245,0.16429155531662848
"Mix(Exp(1);Shifted(Exp(1),10))",1.1268775410552818,0.16202174544512057
"Mix(Exp(1);Shifted(Exp(1),10))",1.1407896094595391,0.15978329468298907
"Mix(Exp(1);Shifted(Exp(1),10))",1.1547016778637964,0.1575757697808446
"Mix(Exp(1);Shifted(Exp(1),10))",1.1686137462680537,0.15539874347495983
"Mix(Exp(1);Shifted(Exp(1),10))",1.182525814672311,0.15325179440457332
"Mix(Exp(1);Shifted(Exp(1),10))",1.1964378830765683,0.15113450703033546
"Mix(Exp(1);Shifted(Exp(1),10))",1.2103499514808256,0.14904647155388137
"Mix(Exp(1);Shifted(Exp(1),10))",1.2242620198850829,0.1469872838385151
"Mix(Exp(1);Shifted(Exp(1),10))",1.2381740882893402,0.1449565453309892
"Mix(Exp(1);Shifted(Exp(1),10))",1.2520861566935975,0.1429538629843655
"Mix(Exp(1);Shifted(Exp(1),10))",1.2659982250978548,0.14097884918194117
"Mix(Exp(1);Shifted(Exp(1),10))",1.279910293502112,0.13903112166222606
"Mix(Exp(1);Shifted(Exp(1),10))",1.2938223619063693,0.13711030344495645
"Mix(Exp(1);Shifted(Exp(1),10))",1.3077344303106266,0.13521602275813097
"Mix(Exp(1);Shifted(Exp(1),10))",1.321646498714884,0.13334791296605464
"Mix(Exp(1);Shifted(Exp(1),10))",1.3355585671191412,0.1315056124983769
"Mix(Exp(1);Shifted(Exp(1),10))",1.3494706355233985,0.12968876478011016
"Mix(Exp(1);Shifted(Exp(1),10))",1.3633827039276558,0.12789701816261514
"Mix(Exp(1);Shifted(Exp(1),10))",1.377294772331913,0.12613002585553978
"Mix(Exp(1);Shifted(Exp(1),10))",1.3912068407361704,0.12438744585969823
"Mix(Exp(1);Shifted(Exp(1),10))",1.4051189091404277,0.12266894090087749
"Mix(Exp(1);Shifted(Exp(1),10))",1.419030977544685,0.1209741783645583
"Mix(Exp(1);Shifted(Exp(1),10))",1.4329430459489423,0.11930283023153809
"Mix(Exp(1);Shifted(Exp(1),10))",1.4468551143531996,0.11765457301444321
"Mix(Exp(1);Shifted(Exp(1),10))",1.4607671827574569,0.11602908769511833
"Mix(Exp(1);Shifted(Exp(1),10))",1.4746792511617142,0.11442605966288093
"Mix(Exp(1);Shifted(Exp(1),10))",1.4885913195659715,0.11284517865362875
"Mix(Exp(1);Shifted(Exp(1),10))",1.5025033879702288,0.1112861386897886
"Mix(Exp(1);Shifted(Exp(1),10))",1.516415456374486,0.10974863802109468
"Mix(Exp(1);Shifted(Exp(1),10))",1.5303275247787433,0.10823237906618528
"Mix(Exp(1);Shifted(Exp(1),10))",1.5442395931830006,0.10673706835500628
"Mix(Exp(1);Shifted(Exp(1),10))",1.558151661587258,0.10526241647201028
"Mix(Exp(1);Shifted(Exp(1),10))",1.5720637299915152,0.10380813800014067
"Mix(Exp(1);Shifted(Exp(1),10))",1.5859757983957725,0.10237395146558952
"Mix(Exp(1);Shifted(Exp(1),10))",1.5998878668000298,0.10095957928331858
"Mix(Exp(1);Shifted(Exp(1),10))",1.613799935204287,0.09956474770333311
"Mix(Exp(1);Shifted(Exp(1),10))",1.6277120036085444,0.09818918675769792
"Mix(Exp(1);Shifted(Exp(1),10))",1.6416240720128017,0.0968326302082853
"Mix(Exp(1);Shifted(Exp(1),10))",1.655536140417059,0.09549481549524512
"Mix(Exp(1);Shifted(Exp(1),10))",1.6694482088213163,0.09417548368618654
"Mix(Exp(1);Shifted(Exp(1),10))",1.6833602772255736,0.09287437942606208
"Mix(Exp(1);Shifted(Exp(1),10))",1.6972723456298309,0.09159125088774389
"Mix(Exp(1);Shifted(Exp(1),10))",1.7111844140340882,0.09032584972328296
"Mix(Exp(1);Shifted(Exp(1),10))",1.7250964824383455,0.08907793101584166
"Mix(Exp(1);Shifted(Exp(1),10))",1.7390085508426028,0.08784725323229041
"Mix(Exp(1);Shifted(Exp(1),10))",1.75292061924686,0.08663357817645918
"Mix(Exp(1);Shifted(Exp(1),10))",1.7668326876511173,0.085436670943035
"Mix(Exp(1);Shifted(Exp(1),10))",1.7807447560553746,0.0842562998720963
"Mix(Exp(1);Shifted(Exp(1),10))",1.794656824459632,0.08309223650427537
"Mix(Exp(1);Shifted(Exp(1),10))",1.8085688928638892,0.08194425553654035
"Mix(Exp(1);Shifted(Exp(1),10))",1.8224809612681465,0.08081213477858816
"Mix(Exp(1);Shifted(Exp(1),10))",1.8363930296724038,0.07969565510983977
"Mix(Exp(1);Shifted(Exp(1),10))",1.850305098076661,0.07859460043702972
"Mix(Exp(1);Shifted(Exp(1),10))",1.8642171664809184,0.07750875765238152
"Mix(Exp(1);Shifted(Exp(1),10))",1.8781292348851757,0.07643791659236093
"Mix(Exp(1);Shifted(Exp(1),10))",1.892041303289433,0.07538186999699903
"Mix(Exp(1);Shifted(Exp(1),10))",1.9059533716936903,0.07434041346977728
"Mix(Exp(1);Shifted(Exp(1),10))",1.9198654400979476,0.07331334543806695
"Mix(Exp(1);Shifted(Exp(1),10))",1.9337775085022049,0.07230046711411482
"Mix(Exp(1);Shifted(Exp(1),10))",1.9476895769064622,0.0713015824565682
"Mix(Exp(1);Shifted(Exp(1),10))",1.9616016453107195,0.0703164981325313
"Mix(Exp(1);Shifted(Exp(1),10))",1.9755137137149767,0.06934502348014585
"Mix(Exp(1);Shifted(Exp(1),10))",1.989425782119234,0.0683869704716888
"Mix(Exp(1);Shifted(Exp(1),10))",2.003337850523492,0.06744215367717975
"Mix(Exp(1);Shifted(Exp(1),10))",2.017249918927749,0.06651039022849126
"Mix(Exp(1);Shifted(Exp(1),10))",2.0311619873320064,0.06559149978395486
"Mix(Exp(1);Shifted(Exp(1),10))",2.0450740557362637,0.06468530449345619
"Mix(Exp(1);Shifted(Exp(1),10))",2.058986124140521,0.06379162896401235
"Mix(Exp(1);Shifted(Exp(1),10))",2.0728981925447783,0.06291030022582472
"Mix(Exp(1);Shifted(Exp(1),10))",2.0868102609490355,0.06204114769880102
"Mix(Exp(1);Shifted(Exp(1),10))",2.100722329353293,0.06118400315953957
"Mix(Exp(1);Shifted(Exp(1),10))",2.11463439775755,0.060338700708769975
"Mix(Exp(1);Shifted(Exp(1),10))",2.1285464661618074,0.05950507673924349
"Mix(Exp(1);Shifted(Exp(1),10))",2.1424585345660647,0.05868296990406704
"Mix(Exp(1);Shifted(Exp(1),10))",2.156370602970322,0.057872221085474705
"Mix(Exp(1);Shifted(Exp(1),10))",2.1702826713745793,0.05707267336403072
"Mix(Exp(1);Shifted(Exp(1),10))",2.1841947397788366,0.056284171988257865
"Mix(Exp(1);Shifted(Exp(1),10))",2.198106808183094,0.05550656434468554
"Mix(Exp(1);Shifted(Exp(1),10))",2.212018876587351,0.054739699928311576
"Mix(Exp(1);Shifted(Exp(1),10))",2.2259309449916085,0.05398343031347224
"Mix(Exp(1);Shifted(Exp(1),10))",2.239843013395866,0.05323760912511456
"Mix(Exp(1);Shifted(Exp(1),10))",2.253755081800123,0.05250209201046568
"Mix(Exp(1);Shifted(Exp(1),10))",2.2676671502043804,0.051776736611093485
"Mix(Exp(1);Shifted(Exp(1),10))",2.2815792186086377,0.05106140253535338
"Mix(Exp(1);Shifted(Exp(1),10))",2.295491287012895,0.0503559513312156
"Mix(Exp(1);Shifted(Exp(1),10))",2.3094033554171522,0.04966024645946802
"Mix(Exp(1);Shifted(Exp(1),10))",2.3233154238214095,0.048974153267289156
"Mix(Exp(1);Shifted(Exp(1),10))",2.337227492225667,0.04829753896218626
"Mix(Exp(1);Shifted(Exp(1),10))",2.351139560629924,0.04763027258629352
"Mix(Exp(1);Shifted(Exp(1),10))",2.3650516290341814,0.04697222499102531
"Mix(Exp(1);Shifted(Exp(1),10))",2.3789636974384387,0.04632326881207964
"Mix(Exp(1);Shifted(Exp(1),10))",2.392875765842696,0.04568327844478697
"Mix(Exp(1);Shifted(Exp(1),10))",2.4067878342469533,0.04505213001979956
"Mix(Exp(1);Shifted(Exp(1),10))",2.4206999026512106,0.04442970137911672
"Mix(Exp(1);Shifted(Exp(1),10))",2.434611971055468,0.04381587205244127
"Mix(Exp(1);Shifted(Exp(1),10))",2.448524039459725,0.043210523233862694
"Mix(Exp(1);Shifted(Exp(1),10))",2.4624361078639825,0.04261353775886235
"Mix(Exp(1);Shifted(Exp(1),10))",2.4763481762682398,0.042024800081636456
"Mix(Exp(1);Shifted(Exp(1),10))",2.490260244672497,0.04144419625273235
"Mix(Exp(1);Shifted(Exp(1),10))",2.5041723130767544,0.040871613896993696
"Mix(Exp(1);Shifted(Exp(1),10))",2.5180843814810117,0.0403069421918104
"Mix(Exp(1);Shifted(Exp(1),10))",2.531996449885269,0.03975007184566906
"Mix(Exp(1);Shifted(Exp(1),10))",2.5459085182895262,0.039200895076999705
"Mix(Exp(1);Shifted(Exp(1),10))",2.5598205866937835,0.03865930559331482
"Mix(Exp(1);Shifted(Exp(1),10))",2.573732655098041,0.038125198570636544
"Mix(Exp(1);Shifted(Exp(1),10))",2.587644723502298,0.037598470633208154
"Mix(Exp(1);Shifted(Exp(1),10))",2.6015567919065554,0.03707901983348578
"Mix(Exp(1);Shifted(Exp(1),10))",2.6154688603108127,0.03656674563240658
"Mix(Exp(1);Shifted(Exp(1),10))",2.62938092871507,0.03606154887992959
"Mix(Exp(1);Shifted(Exp(1),10))",2.6432929971193273,0.03556333179584527
"Mix(Exp(1);Shifted(Exp(1),10))",2.6572050655235846,0.03507199795085031
"Mix(Exp(1);Shifted(Exp(1),10))",2.671117133927842,0.03458745224788387
"Mix(Exp(1);Shifted(Exp(1),10))",2.685029202332099,0.034109600903721636
"Mix(Exp(1);Shifted(Exp(1),10))",2.6989412707363565,0.033638351430824186
"Mix(Exp(1);Shifted(Exp(1),10))",2.7128533391406138,0.03317361261943618
"Mix(Exp(1);Shifted(Exp(1),10))",2.726765407544871,0.032715294519932776
"Mix(Exp(1);Shifted(Exp(1),10))",2.7406774759491284,0.032263308425410024
"Mix(Exp(1);Shifted(Exp(1),10))",2.7545895443533857,0.031817566854515734
"Mix(Exp(1);Shifted(Exp(1),10))",2.768501612757643,0.03137798353451759
"Mix(Exp(1);Shifted(Exp(1),10))",2.7824136811619002,0.03094447338460514
"Mix(Exp(1);Shifted(Exp(1),10))",2.7963257495661575,0.03051695249942254
"Mix(Exp(1);Shifted(Exp(1),10))",2.810237817970415,0.03009533813282876
"Mix(Exp(1);Shifted(Exp(1),10))",2.824149886374672,0.029679548681882165
"Mix(Exp(1);Shifted(Exp(1),10))",2.8380619547789294,0.029269503671046377
"Mix(Exp(1);Shifted(Exp(1),10))",2.8519740231831867,0.028865123736614325
"Mix(Exp(1);Shifted(Exp(1),10))",2.865886091587444,0.028466330611347505
"Mix(Exp(1);Shifted(Exp(1),10))",2.8797981599917013,0.028073047109327457
"Mix(Exp(1);Shifted(Exp(1),10))",2.8937102283959586,0.027685197111016503
"Mix(Exp(1);Shifted(Exp(1),10))",2.907622296800216,0.027302705548524934
"Mix(Exp(1);Shifted(Exp(1),10))",2.921534365204473,0.026925498391081683
"Mix(Exp(1);Shifted(Exp(1),10))",2.9354464336087305,0.02655350263070579
"Mix(Exp(1);Shifted(Exp(1),10))",2.9493585020129878,0.026186646268075767
"Mix(Exp(1);Shifted(Exp(1),10))",2.963270570417245,0.025824858298594246
"Mix(Exp(1);Shifted(Exp(1),10))",2.9771826388215024,0.025468068698645104
"Mix(Exp(1);Shifted(Exp(1),10))",2.9910947072257597,0.025116208412040493
"Mix(Exp(1);Shifted(Exp(1),10))",3.005006775630017,0.02476920933665509
"Mix(Exp(1);Shifted(Exp(1),10))",3.0189188440342742,0.02442700431124503
"Mix(Exp(1);Shifted(Exp(1),10))",3.0328309124385315,0.0240895271024489
"Mix(Exp(1);Shifted(Exp(1),10))",3.046742980842789,0.023756712391968395
"Mix(Exp(1);Shifted(Exp(1),10))",3.060655049247046,0.023428495763926
"Mix(Exp(1);Shifted(Exp(1),10))",3.0745671176513034,0.02310481369239741
"Mix(Exp(1);Shifted(Exp(1),10))",3.0884791860555607,0.022785603529116138
"Mix(Exp(1);Shifted(Exp(1),10))",3.102391254459818,0.022470803491348047
"Mix(Exp(1);Shifted(Exp(1),10))",3.1163033228640753,0.02216035264993335
"Mix(Exp(1);Shifted(Exp(1),10))",3.1302153912683326,0.021854190917493875
"Mix(Exp(1);Shifted(Exp(1),10))",3.14412745967259,0.021552259036803197
"Mix(Exp(1);Shifted(Exp(1),10))",3.158039528076847,0.0212544985693175
"Mix(Exp(1);Shifted(Exp(1),10))",3.1719515964811045,0.020960851883864855
"Mix(Exp(1);Shifted(Exp(1),10))",3.1858636648853618,0.020671262145490785
"Mix(Exp(1);Shifted(Exp(1),10))",3.199775733289619,0.02038567330445792
"Mix(Exp(1);Shifted(Exp(1),10))",3.2136878016938764,0.02010403008539765
"Mix(Exp(1);Shifted(Exp(1),10))",3.2275998700981336,0.019826277976611635
"Mix(Exp(1);Shifted(Exp(1),10))",3.241511938502391,0.019552363219521144
"Mix(Exp(1);Shifted(Exp(1),10))",3.2554240069066482,0.019282232798262144
"Mix(Exp(1);Shifted(Exp(1),10))",3.2693360753109055,0.019015834429424137
"Mix(Exp(1);Shifted(Exp(1),10))",3.283248143715163,0.018753116551930783
"Mix(Exp(1);Shifted(Exp(1),10))",3.29716021211942,0.018494028317060304
"Mix(Exp(1);Shifted(Exp(1),10))",3.3110722805236774,0.018238519578603788
"Mix(Exp(1);Shifted(Exp(1),10))",3.3249843489279347,0.01798654088315945
"Mix(Exp(1);Shifted(Exp(1),10))",3.338896417332192,0.017738043460560984
"Mix(Exp(1);Shifted(Exp(1),10))",3.3528084857364493,0.017492979214438147
"Mix(Exp(1);Shifted(Exp(1),10))",3.3667205541407066,0.017251300712907792
"Mix(Exp(1);Shifted(Exp(1),10))",3.380632622544964,0.01701296117939346
"Mix(Exp(1);Shifted(Exp(1),10))",3.394544690949221,0.01677791448357184
"Mix(Exp(1);Shifted(Exp(1),10))",3.4084567593534785,0.01654611513244431
"Mix(Exp(1);Shifted(Exp(1),10))",3.4223688277577358,0.016317518261531813
"Mix(Exp(1);Shifted(Exp(1),10))",3.436280896161993,0.016092079626191396
"Mix(Exp(1);Shifted(Exp(1),10))",3.4501929645662504,0.01586975559305271
"Mix(Exp(1);Shifted(Exp(1),10))",3.4641050329705076,0.01565050313157283
"Mix(Exp(1);Shifted(Exp(1),10))",3.478017101374765,0.01543427980570774
"Mix(Exp(1);Shifted(Exp(1),10))",3.4919291697790222,0.015221043765698904
"Mix(Exp(1);Shifted(Exp(1),10))",3.5058412381832795,0.015010753739973275
"Mix(Exp(1);Shifted(Exp(1),10))",3.519753306587537,0.01480336902715525
"Mix(Exp(1);Shifted(Exp(1),10))",3.533665374991794,0.01459884948818896
"Mix(Exp(1);Shifted(Exp(1),10))",3.5475774433960514,0.014397155538569411
"Mix(Exp(1);Shifted(Exp(1),10))",3.5614895118003087,0.014198248140680944
"Mix(Exp(1);Shifted(Exp(1),10))",3.575401580204566,0.014002088796241562
"Mix(Exp(1);Shifted(Exp(1),10))",3.5893136486088233,0.013808639538851626
"Mix(Exp(1);Shifted(Exp(1),10))",3.6032257170130806,0.01361786292664551
"Mix(Exp(1);Shifted(Exp(1),10))",3.617137785417338,0.013429722035044778
"Mix(Exp(1);Shifted(Exp(1),10))",3.631049853821595,0.013244180449611466
"Mix(Exp(1);Shifted(Exp(1),10))",3.6449619222258525,0.013061202259000123
"Mix(Exp(1);Shifted(Exp(1),10))",3.6588739906301098,0.012880752048007206
"Mix(Exp(1);Shifted(Exp(1),10))",3.672786059034367,0.012702794890716521
"Mix(Exp(1);Shifted(Exp(1),10))",3.6866981274386244,0.012527296343739345
"Mix(Exp(1);Shifted(Exp(1),10))",3.7006101958428816,0.012354222439547955
"Mix(Exp(1);Shifted(Exp(1),10))",3.714522264247139,0.012183539679901257
"Mix(Exp(1);Shifted(Exp(1),10))",3.7284343326513962,0.012015215029361235
"Mix(Exp(1);Shifted(Exp(1),10))",3.7423464010556535,0.01184921590889899
"Mix(Exp(1);Shifted(Exp(1),10))",3.756258469459911,0.011685510189589111
"Mix(Exp(1);Shifted(Exp(1),10))",3.770170537864168,0.01152406618639115
"Mix(Exp(1);Shifted(Exp(1),10))",3.7840826062684254,0.011364852652017034
"Mix(Exp(1);Shifted(Exp(1),10))",3.7979946746726827,0.01120783877088318
"Mix(Exp(1);Shifted(Exp(1),10))",3.81190674307694,0.011052994153146185
"Mix(Exp(1);Shifted(Exp(1),10))",3.8258188114811973,0.010900288828820905
"Mix(Exp(1);Shifted(Exp(1),10))",3.8397308798854546,0.010749693241979802
"Mix(Exp(1);Shifted(Exp(1),10))",3.853642948289712,0.010601178245032433
"Mix(Exp(1);Shifted(Exp(1),10))",3.867555016693969,0.010454715093083966
"Mix(Exp(1);Shifted(Exp(1),10))",3.8814670850982265,0.01031027543837164
"Mix(Exp(1);Shifted(Exp(1),10))",3.8953791535024838,0.010167831324778097
"Mix(Exp(1);Shifted(Exp(1),10))",3.909291221906741,0.010027355182420507
"Mix(Exp(1);Shifted(Exp(1),10))",3.9232032903109983,0.009888819822314446
"Mix(Exp(1);Shifted(Exp(1),10))",3.9371153587152556,0.009752198431111506
"Mix(Exp(1);Shifted(Exp(1),10))",3.951027427119513,0.009617464565909608
"Mix(Exp(1);Shifted(Exp(1),10))",3.9649394955237702,0.009484592149135003
"Mix(Exp(1);Shifted(Exp(1),10))",3.9788515639280275,0.009353555463494994
"Mix(Exp(1);Shifted(Exp(1),10))",3.992763632332285,0.009224329147000387
"Mix(Exp(1);Shifted(Exp(1),10))",4.006675700736542,0.009096888188056708
"Mix(Exp(1);Shifted(Exp(1),10))",4.020587769140799,0.008971207920623241
"Mix(Exp(1);Shifted(Exp(1),10))",4.034499837545057,0.008847264019438928
"Mix(Exp(1);Shifted(Exp(1),10))",4.0484119059493135,0.008725032495314292
"Mix(Exp(1);Shifted(Exp(1),10))",4.062323974353571,0.008604489690488291
"Mix(Exp(1);Shifted(Exp(1),10))",4.076236042757828,0.008485612274049464
"Mix(Exp(1);Shifted(Exp(1),10))",4.090148111162086,0.00836837723742018
"Mix(Exp(1);Shifted(Exp(1),10))",4.104060179566343,0.00825276188990344
"Mix(Exp(1);Shifted(Exp(1),10))",4.1179722479706005,0.008138743854291041
"Mix(Exp(1);Shifted(Exp(1),10))",4.131884316374857,0.008026301062532567
"Mix(Exp(1);Shifted(Exp(1),10))",4.145796384779115,0.007915411751464077
"Mix(Exp(1);Shifted(Exp(1),10))",4.159708453183372,0.0078060544585959405
"Mix(Exp(1);Shifted(Exp(1),10))",4.17362052158763,0.007698208017958729
"Mix(Exp(1);Shifted(Exp(1),10))",4.1875325899918865,0.007591851556006633
"Mix(Exp(1);Shifted(Exp(1),10))",4.201444658396144,0.007486964487577359
"Mix(Exp(1);Shifted(Exp(1),10))",4.215356726800401,0.0073835265119079445
"Mix(Exp(1);Shifted(Exp(1),10))",4.229268795204659,0.007281517608705521
"Mix(Exp(1);Shifted(Exp(1),10))",4.243180863608916,0.007180918034272464
"Mix(Exp(1);Shifted(Exp(1),10))",4.257092932013173,0.007081708317684969
"Mix(Exp(1);Shifted(Exp(1),10))",4.27100500041743,0.006983869257024536
"Mix(Exp(1);Shifted(Exp(1),10))",4.284917068821688,0.006887381915661404
"Mix(Exp(1);Shifted(Exp(1),10))",4.298829137225945,0.006792227618589444
"Mix(Exp(1);Shifted(Exp(1),10))",4.312741205630203,0.006698387948811584
"Mix(Exp(1);Shifted(Exp(1),10))",4.326653274034459,0.00660584474377527
"Mix(Exp(1);Shifted(Exp(1),10))",4.340565342438717,0.00651458009185708
"Mix(Exp(1);Shifted(Exp(1),10))",4.354477410842974,0.006424576328895996
"Mix(Exp(1);Shifted(Exp(1),10))",4.368389479247232,0.006335816034774483
"Mix(Exp(1);Shifted(Exp(1),10))",4.382301547651489,0.006248282030046894
"Mix(Exp(1);Shifted(Exp(1),10))",4.396213616055746,0.006161957372614359
"Mix(Exp(1);Shifted(Exp(1),10))",4.410125684460003,0.006076825354445711
"Mix(Exp(1);Shifted(Exp(1),10))",4.424037752864261,0.005992869498343625
"Mix(Exp(1);Shifted(Exp(1),10))",4.437949821268518,0.005910073554755513
"Mix(Exp(1);Shifted(Exp(1),10))",4.4518618896727755,0.0058284214986284106
"Mix(Exp(1);Shifted(Exp(1),10))",4.465773958077032,0.00574789752630738
"Mix(Exp(1);Shifted(Exp(1),10))",4.47968602648129,0.005668486052476696
"Mix(Exp(1);Shifted(Exp(1),10))",4.493598094885547,0.005590171707143367
"Mix(Exp(1);Shifted(Exp(1),10))",4.507510163289805,0.0055129393326622525
"Mix(Exp(1);Shifted(Exp(1),10))",4.5214222316940615,0.005436773980802356
"Mix(Exp(1);Shifted(Exp(1),10))",4.535334300098319,0.005361660909853579
