distribution,x,pdf
"Exp(1)",0,1
"Exp(1)",0.004605170185988091,0.995405417351527
"Exp(1)",0.009210340371976182,0.9908319448927676
"Exp(1)",0.013815510557964272,0.9862794856312105
"Exp(1)",0.018420680743952363,0.9817479430199844
"Exp(1)",0.023025850929940455,0.9772372209558107
"Exp(1)",0.027631021115928543,0.9727472237769651
"Exp(1)",0.032236191301916635,0.9682778562612492
"Exp(1)",0.03684136148790473,0.9638290236239705
"Exp(1)",0.04144653167389282,0.9594006315159331
"Exp(1)",0.04605170185988091,0.954992586021436
"Exp(1)",0.050656872045869,0.9506047936562815
"Exp(1)",0.055262042231857086,0.9462371613657931
"Exp(1)",0.05986721241784518,0.9418895965228413
"Exp(1)",0.06447238260383327,0.9375620069258802
"Exp(1)",0.06907755278982136,0.933254300796991
"Exp(1)",0.07368272297580945,0.9289663867799364
"Exp(1)",0.07828789316179754,0.9246981739382226
"Exp(1)",0.08289306334778564,0.9204495717531713
"Exp(1)",0.08749823353377373,0.9162204901219998
"Exp(1)",0.09210340371976182,0.9120108393559098
"Exp(1)",0.09670857390574991,0.9078205301781858
"Exp(1)",0.101313744091738,0.9036494737223014
"Exp(1)",0.1059189142777261,0.8994975815300352
"Exp(1)",0.11052408446371417,0.8953647655495939
"Exp(1)",0.11512925464970226,0.8912509381337456
"Exp(1)",0.11973442483569036,0.8871560120379609
"Exp(1)",0.12433959502167845,0.8830799004185628
"Exp(1)",0.12894476520766654,0.8790225168308844
"Exp(1)",0.13354993539365465,0.8749837752274361
"Exp(1)",0.13815510557964272,0.8709635899560807
"Exp(1)",0.14276027576563083,0.8669618757582166
"Exp(1)",0.1473654459516189,0.8629785477669704
"Exp(1)",0.15197061613760698,0.8590135215053958
"Exp(1)",0.1565757863235951,0.8550667128846833
"Exp(1)",0.16118095650958317,0.8511380382023765
"Exp(1)",0.16578612669557127,0.8472274141405964
"Exp(1)",0.17039129688155935,0.8433347577642754
"Exp(1)",0.17499646706754746,0.8394599865193975
"Exp(1)",0.17960163725353553,0.835603018231248
"Exp(1)",0.18420680743952364,0.831763771102671
"Exp(1)",0.18881197762551172,0.8279421637123342
"Exp(1)",0.19341714781149982,0.8241381150130023
"Exp(1)",0.1980223179974879,0.8203515443298183
"Exp(1)",0.202627488183476,0.8165823713585925
"Exp(1)",0.20723265836946408,0.8128305161640993
"Exp(1)",0.2118378285554522,0.8090958991783823
"Exp(1)",0.21644299874144027,0.8053784411990667
"Exp(1)",0.22104816892742835,0.8016780633876791
"Exp(1)",0.22565333911341645,0.7979946872679766
"Exp(1)",0.23025850929940453,0.7943282347242815
"Exp(1)",0.23486367948539263,0.7906786279998251
"Exp(1)",0.2394688496713807,0.7870457896950986
"Exp(1)",0.24407401985736882,0.7834296427662117
"Exp(1)",0.2486791900433569,0.7798301105232588
"Exp(1)",0.253284360229345,0.7762471166286917
"Exp(1)",0.2578895304153331,0.7726805850957024
"Exp(1)",0.2624947006013212,0.7691304402866096
"Exp(1)",0.2670998707873093,0.7655966069112563
"Exp(1)",0.27170504097329734,0.7620790100254121
"Exp(1)",0.27631021115928545,0.7585775750291838
"Exp(1)",0.28091538134527355,0.7550922276654339
"Exp(1)",0.28552055153126166,0.7516228940182055
"Exp(1)",0.2901257217172497,0.7481695005111544
"Exp(1)",0.2947308919032378,0.7447319739059891
"Exp(1)",0.2993360620892259,0.7413102413009175
"Exp(1)",0.30394123227521397,0.737904230129101
"Exp(1)",0.3085464024612021,0.734513868157115
"Exp(1)",0.3131515726471902,0.7311390834834175
"Exp(1)",0.3177567428331783,0.7277798045368241
