index,left,right,height,water,isMode,isPeak,isLowland
0,-1.0076907,-1.0066819,0.99133,0.99133,false,false,false
1,-1.0066819,-1.0043008,0.41997,0.41997,false,false,false
2,-1.0043008,-1.0013857,0.34304,0.34304,false,false,false
3,-1.0013857,-0.9983840,0.33315,0.33315,false,false,false
4,-0.9983840,-0.9950650,0.30129,0.30129,false,false,false
5,-0.9950650,-0.9908748,0.23865,0.23865,false,false,false
6,-0.9908748,-0.9854130,0.18309,0.18309,false,false,false
7,-0.9854130,-0.9787190,0.14939,0.14939,false,false,false
8,-0.9787190,-0.9712885,0.13458,0.13458,false,false,false
9,-0.9712885,-0.9637946,0.13344,0.13344,false,false,false
10,-0.9637946,-0.9567488,0.14193,0.14193,false,false,false
11,-0.9567488,-0.9503564,0.15644,0.15644,false,false,false
12,-0.9503564,-0.9445719,0.17287,0.17287,false,false,false
13,-0.9445719,-0.9392117,0.18656,0.18656,false,false,false
14,-0.9392117,-0.9340480,0.19366,0.19366,false,true,false
15,-0.9340480,-0.9288805,0.19352,0.19366,false,false,false
16,-0.9288805,-0.9235878,0.18894,0.19366,false,false,false
17,-0.9235878,-0.9181457,0.18375,0.19366,false,false,false
18,-0.9181457,-0.9126042,0.18046,0.19366,false,false,false
19,-0.9126042,-0.9070426,0.17980,0.19366,false,false,false
20,-0.9070426,-0.9015286,0.18136,0.19366,false,false,false
21,-0.9015286,-0.8960971,0.18411,0.19366,false,false,false
22,-0.8960971,-0.8907473,0.18692,0.19366,false,false,false
23,-0.8907473,-0.8854518,0.18884,0.19366,false,false,false
24,-0.8854518,-0.8801712,0.18937,0.19366,false,true,false
25,-0.8801712,-0.8748713,0.18868,0.19366,false,false,false
26,-0.8748713,-0.8695392,0.18754,0.19366,false,false,false
27,-0.8695392,-0.8641933,0.18706,0.19366,false,false,false
28,-0.8641933,-0.8588820,0.18828,0.19366,false,false,false
29,-0.8588820,-0.8536714,0.19191,0.19366,false,false,false
30,-0.8536714,-0.8486254,0.19818,0.19818,false,false,false
31,-0.8486254,-0.8437885,0.20674,0.20674,false,false,false
32,-0.8437885,-0.8391744,0.21672,0.21672,false,false,false
33,-0.8391744,-0.8347654,0.22681,0.22681,false,false,false
34,-0.8347654,-0.8305202,0.23556,0.23556,false,false,false
35,-0.8305202,-0.8263842,0.24178,0.24178,false,false,false
36,-0.8263842,-0.8223002,0.24485,0.24485,false,true,false
37,-0.8223002,-0.8182147,0.24477,0.24485,false,false,false
38,-0.8182147,-0.8140813,0.24193,0.24485,false,false,false
39,-0.8140813,-0.8098599,0.23689,0.24485,false,false,false
40,-0.8098599,-0.8055157,0.23019,0.24485,false,false,false
41,-0.8055157,-0.8010179,0.22233,0.24485,false,false,false
42,-0.8010179,-0.7963404,0.21379,0.24485,false,false,false
43,-0.7963404,-0.7914639,0.20507,0.24485,false,false,false
44,-0.7914639,-0.7863787,0.19665,0.24485,false,false,false
45,-0.7863787,-0.7810874,0.18899,0.24485,false,false,false
46,-0.7810874,-0.7756063,0.18245,0.24485,false,false,false
47,-0.7756063,-0.7699648,0.17726,0.24485,false,false,false
48,-0.7699648,-0.7642024,0.17354,0.24485,false,false,false
49,-0.7642024,-0.7583646,0.17130,0.24485,false,false,false
50,-0.7583646,-0.7524983,0.17047,0.24485,false,false,false
51,-0.7524983,-0.7466477,0.17092,0.24485,false,false,false
52,-0.7466477,-0.7408515,0.17253,0.24485,false,false,false
53,-0.7408515,-0.7351416,0.17514,0.24485,false,false,false
54,-0.7351416,-0.7295437,0.17864,0.24485,false,false,false
55,-0.7295437,-0.7240771,0.18293,0.24485,false,false,false
56,-0.7240771,-0.7187568,0.18796,0.24485,false,false,false
57,-0.7187568,-0.7135928,0.19365,0.24485,false,false,false
58,-0.7135928,-0.7085904,0.19991,0.24485,false,false,false
59,-0.7085904,-0.7037493,0.20656,0.24485,false,false,false
60,-0.7037493,-0.6990622,0.21335,0.24485,false,false,false
61,-0.6990622,-0.6945144,0.21989,0.24485,false,false,false
62,-0.6945144,-0.6900836,0.22569,0.24485,false,false,false
63,-0.6900836,-0.6857405,0.23025,0.24485,false,false,false
64,-0.6857405,-0.6814515,0.23315,0.24485,false,false,false
65,-0.6814515,-0.6771802,0.23413,0.24485,false,true,false
66,-0.6771802,-0.6728915,0.23317,0.24485,false,false,false
67,-0.6728915,-0.6685535,0.23052,0.24485,false,false,false
68,-0.6685535,-0.6641404,0.22660,0.24485,false,false,false
69,-0.6641404,-0.6596340,0.22190,0.24485,false,false,false
70,-0.6596340,-0.6550241,0.21692,0.24485,false,false,false
71,-0.6550241,-0.6503087,0.21207,0.24485,false,false,false
72,-0.6503087,-0.6454928,0.20765,0.24485,false,false,false
73,-0.6454928,-0.6405870,0.20384,0.24485,false,false,false
74,-0.6405870,-0.6356062,0.20077,0.24485,false,false,false
75,-0.6356062,-0.6305674,0.19846,0.24485,false,false,false
76,-0.6305674,-0.6254889,0.19691,0.24485,false,false,false
77,-0.6254889,-0.6203888,0.19607,0.24485,false,false,false
78,-0.6203888,-0.6152844,0.19591,0.24485,false,false,false
79,-0.6152844,-0.6101914,0.19635,0.24485,false,false,false
80,-0.6101914,-0.6051240,0.19734,0.24485,false,false,false
81,-0.6051240,-0.6000940,0.19881,0.24485,false,false,false
82,-0.6000940,-0.5951112,0.20069,0.24485,false,false,false
83,-0.5951112,-0.5901830,0.20291,0.24485,false,false,false
84,-0.5901830,-0.5853143,0.20539,0.24485,false,false,false
85,-0.5853143,-0.5805074,0.20804,0.24485,false,false,false
86,-0.5805074,-0.5757625,0.21075,0.24485,false,false,false
87,-0.5757625,-0.5710778,0.21346,0.24485,false,false,false
88,-0.5710778,-0.5664498,0.21608,0.24485,false,false,false
89,-0.5664498,-0.5618745,0.21856,0.24485,false,false,false
90,-0.5618745,-0.5573477,0.22091,0.24485,false,false,false
91,-0.5573477,-0.5528662,0.22314,0.24485,false,false,false
92,-0.5528662,-0.5484277,0.22530,0.24485,false,false,false
93,-0.5484277,-0.5440322,0.22750,0.24485,false,false,false
94,-0.5440322,-0.5396812,0.22983,0.24485,false,false,false
95,-0.5396812,-0.5353781,0.23239,0.24485,false,false,false
96,-0.5353781,-0.5311278,0.23527,0.24485,false,false,false
97,-0.5311278,-0.5269356,0.23854,0.24485,false,false,false
98,-0.5269356,-0.5228069,0.24221,0.24485,false,false,false
99,-0.5228069,-0.5187464,0.24627,0.24627,false,false,false
100,-0.5187464,-0.5147570,0.25066,0.25066,false,false,false
101,-0.5147570,-0.5108394,0.25526,0.25526,false,false,false
102,-0.5108394,-0.5069919,0.25991,0.25991,false,false,false
103,-0.5069919,-0.5032099,0.26441,0.26441,false,false,false
104,-0.5032099,-0.4994863,0.26856,0.26856,false,false,false
105,-0.4994863,-0.4958117,0.27213,0.27213,false,false,false
106,-0.4958117,-0.4921748,0.27496,0.27496,false,false,false
107,-0.4921748,-0.4885637,0.27693,0.27693,false,false,false
108,-0.4885637,-0.4849665,0.27799,0.27799,false,false,false
109,-0.4849665,-0.4813722,0.27822,0.27822,false,true,false
110,-0.4813722,-0.4777718,0.27775,0.27822,false,false,false
111,-0.4777718,-0.4741591,0.27680,0.27822,false,false,false
112,-0.4741591,-0.4705308,0.27561,0.27822,false,false,false
113,-0.4705308,-0.4668874,0.27447,0.27822,false,false,false
114,-0.4668874,-0.4632327,0.27362,0.27822,false,false,false
115,-0.4632327,-0.4595734,0.27328,0.27822,false,false,false
116,-0.4595734,-0.4559188,0.27363,0.27822,false,false,false
117,-0.4559188,-0.4522796,0.27478,0.27822,false,false,false
118,-0.4522796,-0.4486671,0.27682,0.27822,false,false,false
119,-0.4486671,-0.4450923,0.27974,0.27974,false,false,false
120,-0.4450923,-0.4415651,0.28351,0.28351,false,false,false
121,-0.4415651,-0.4380935,0.28805,0.28805,false,false,false
122,-0.4380935,-0.4346835,0.29326,0.29326,false,false,false
123,-0.4346835,-0.4313388,0.29897,0.29897,false,false,false
124,-0.4313388,-0.4280607,0.30506,0.30506,false,false,false
125,-0.4280607,-0.4248489,0.31135,0.31135,false,false,false
126,-0.4248489,-0.4217016,0.31773,0.31773,false,false,false
127,-0.4217016,-0.4186160,0.32409,0.32409,false,false,false
128,-0.4186160,-0.4155891,0.33037,0.33037,false,false,false
129,-0.4155891,-0.4126179,0.33656,0.33656,false,false,false
130,-0.4126179,-0.4096996,0.34266,0.34266,false,false,false
131,-0.4096996,-0.4068320,0.34872,0.34872,false,false,false
132,-0.4068320,-0.4040134,0.35479,0.35479,false,false,false
133,-0.4040134,-0.4012424,0.36088,0.36088,false,false,false
134,-0.4012424,-0.3985178,0.36703,0.36703,false,false,false
135,-0.3985178,-0.3958383,0.37320,0.37320,false,false,false
136,-0.3958383,-0.3932019,0.37931,0.37931,false,false,false
137,-0.3932019,-0.3906063,0.38526,0.38526,false,false,false
138,-0.3906063,-0.3880481,0.39090,0.39090,false,false,false
139,-0.3880481,-0.3855231,0.39604,0.39604,false,false,false
140,-0.3855231,-0.3830262,0.40049,0.40049,false,false,false
141,-0.3830262,-0.3805515,0.40410,0.40410,false,false,false
142,-0.3805515,-0.3780930,0.40674,0.40674,false,false,false
143,-0.3780930,-0.3756439,0.40832,0.40832,false,false,false
144,-0.3756439,-0.3731980,0.40884,0.40884,false,true,false
145,-0.3731980,-0.3707491,0.40835,0.40884,false,false,false
146,-0.3707491,-0.3682919,0.40696,0.40884,false,false,false
147,-0.3682919,-0.3658216,0.40481,0.40884,false,false,false
148,-0.3658216,-0.3633344,0.40206,0.40884,false,false,false
149,-0.3633344,-0.3608273,0.39887,0.40884,false,false,false
150,-0.3608273,-0.3582982,0.39540,0.40884,false,false,false
151,-0.3582982,-0.3557456,0.39176,0.40884,false,false,false
152,-0.3557456,-0.3531687,0.38806,0.40884,false,false,false
153,-0.3531687,-0.3505668,0.38434,0.40884,false,false,false
154,-0.3505668,-0.3479397,0.38065,0.40884,false,false,false
155,-0.3479397,-0.3452871,0.37699,0.40884,false,false,false
