estimator,quantile,n,distribution,efficiency
HD,0.82,11,"Exp(1)",0.7591956063757521
HD,0.82,11,"Cauchy(0,1)",0.0038938083458676105
HD,0.82,11,"Pareto(1,0.5)",2.1245028110383925E-06
HD,0.82,11,"LogNormal(0,3^2)",0.003264685505250791
HD,0.82,11,"Weibull(1,0.5)",0.3176148779832079
HD,0.82,11,"Exp(1) + Outliers",0.1463844068988642
HD,0.82,12,"Uniform(0,1)",1.735053859822178
HD,0.82,12,"Beta(2,10)",1.113221964158013
HD,0.82,12,"Normal(0,1^2)",1.2575392300743862
HD,0.82,12,"Weibull(1,2)",1.1386107807944859
HD,0.82,12,"Exp(1)",0.8341148263633381
HD,0.82,12,"Cauchy(0,1)",0.005262580212563356
HD,0.82,12,"Pareto(1,0.5)",1.2801451431733942E-07
HD,0.82,12,"LogNormal(0,3^2)",0.0033535470136030034
HD,0.82,12,"Weibull(1,0.5)",0.3512586020248102
HD,0.82,12,"Exp(1) + Outliers",0.17759391622025797
HD,0.82,13,"Uniform(0,1)",1.6663547031209929
HD,0.82,13,"Beta(2,10)",1.0738258634250921
HD,0.82,13,"Normal(0,1^2)",1.2200951406041378
HD,0.82,13,"Weibull(1,2)",1.1289005253074869
HD,0.82,13,"Exp(1)",0.8263819163851269
HD,0.82,13,"Cauchy(0,1)",0.005445938858585904
HD,0.82,13,"Pareto(1,0.5)",2.207496204360102E-07
HD,0.82,13,"LogNormal(0,3^2)",0.005887916094792285
HD,0.82,13,"Weibull(1,0.5)",0.35613966944047837
HD,0.82,13,"Exp(1) + Outliers",0.18857649695140258
HD,0.82,14,"Uniform(0,1)",1.5996246394900056
HD,0.82,14,"Beta(2,10)",1.0473721257461364
HD,0.82,14,"Normal(0,1^2)",1.1673008687225719
HD,0.82,14,"Weibull(1,2)",1.093667033812327
HD,0.82,14,"Exp(1)",0.7869519761868911
HD,0.82,14,"Cauchy(0,1)",0.00684742955939072
HD,0.82,14,"Pareto(1,0.5)",1.6191890157736912E-07
HD,0.82,14,"LogNormal(0,3^2)",0.009315320406050622
HD,0.82,14,"Weibull(1,0.5)",0.38578789050852974
HD,0.82,14,"Exp(1) + Outliers",0.18606701288083413
HD,0.82,15,"Uniform(0,1)",1.5884747482675254
HD,0.82,15,"Beta(2,10)",1.0227295586003398
HD,0.82,15,"Normal(0,1^2)",1.1314289989081197
HD,0.82,15,"Weibull(1,2)",1.064358728124279
HD,0.82,15,"Exp(1)",0.8089705023807966
HD,0.82,15,"Cauchy(0,1)",0.007528384011133741
HD,0.82,15,"Pareto(1,0.5)",5.455921204697116E-08
HD,0.82,15,"LogNormal(0,3^2)",0.012662675061658862
HD,0.82,15,"Weibull(1,0.5)",0.41567214124188917
HD,0.82,15,"Exp(1) + Outliers",0.14655658319916884
HD,0.82,16,"Uniform(0,1)",1.5571191367501278
HD,0.82,16,"Beta(2,10)",1.043556469563236
HD,0.82,16,"Normal(0,1^2)",1.1772567681214163
HD,0.82,16,"Weibull(1,2)",1.075445306528544
HD,0.82,16,"Exp(1)",0.8247182912792446
HD,0.82,16,"Cauchy(0,1)",0.015537769837881656
HD,0.82,16,"Pareto(1,0.5)",3.6240947219259853E-07
HD,0.82,16,"LogNormal(0,3^2)",0.008644230822801378
HD,0.82,16,"Weibull(1,0.5)",0.4175935426811822
HD,0.82,16,"Exp(1) + Outliers",0.14245235732954983
HD,0.82,17,"Uniform(0,1)",1.5862147241391304
HD,0.82,17,"Beta(2,10)",1.107230549829806
HD,0.82,17,"Normal(0,1^2)",1.2201069693395523
HD,0.82,17,"Weibull(1,2)",1.1663201551671822
HD,0.82,17,"Exp(1)",0.8656141983294888
HD,0.82,17,"Cauchy(0,1)",0.01425310831538148
HD,0.82,17,"Pareto(1,0.5)",3.4035961334100655E-07
HD,0.82,17,"LogNormal(0,3^2)",0.013054816658308113
HD,0.82,17,"Weibull(1,0.5)",0.4424748763630966
HD,0.82,17,"Exp(1) + Outliers",0.10376171549831814
HD,0.82,18,"Uniform(0,1)",1.5954715792481122
HD,0.82,18,"Beta(2,10)",1.1326986644276376
HD,0.82,18,"Normal(0,1^2)",1.242019803441455
HD,0.82,18,"Weibull(1,2)",1.1567772545870942
HD,0.82,18,"Exp(1)",0.8966288071864585
HD,0.82,18,"Cauchy(0,1)",0.01551923467929808
HD,0.82,18,"Pareto(1,0.5)",2.6749421078445113E-07
HD,0.82,18,"LogNormal(0,3^2)",0.010208946747021394
HD,0.82,18,"Weibull(1,0.5)",0.4822772682707733
HD,0.82,18,"Exp(1) + Outliers",0.11781705553107269
HD,0.82,19,"Uniform(0,1)",1.503443970145557
HD,0.82,19,"Beta(2,10)",1.0741362071343
HD,0.82,19,"Normal(0,1^2)",1.1932287985476806
HD,0.82,19,"Weibull(1,2)",1.1044258373603535
HD,0.82,19,"Exp(1)",0.883290214602714
HD,0.82,19,"Cauchy(0,1)",0.013886038733766603
HD,0.82,19,"Pareto(1,0.5)",1.5560535087274328E-07
HD,0.82,19,"LogNormal(0,3^2)",0.014073823567099285
HD,0.82,19,"Weibull(1,0.5)",0.5000706496483358
HD,0.82,19,"Exp(1) + Outliers",0.08601159711161166
HD,0.82,20,"Uniform(0,1)",1.467888684017484
HD,0.82,20,"Beta(2,10)",1.0656718887583896
HD,0.82,20,"Normal(0,1^2)",1.135853818000686
HD,0.82,20,"Weibull(1,2)",1.0868335020645872
HD,0.82,20,"Exp(1)",0.8906058675344061
HD,0.82,20,"Cauchy(0,1)",0.022722986625180016
HD,0.82,20,"Pareto(1,0.5)",6.35347548497866E-06
HD,0.82,20,"LogNormal(0,3^2)",0.02072611550255942
HD,0.82,20,"Weibull(1,0.5)",0.5027892333071625
HD,0.82,20,"Exp(1) + Outliers",0.14576069004827907
HD,0.83,2,"Uniform(0,1)",1.0990647975999441
HD,0.83,2,"Beta(2,10)",0.9968756471475784
HD,0.83,2,"Normal(0,1^2)",1.0721118578015503
HD,0.83,2,"Weibull(1,2)",1.0321347849253506
HD,0.83,2,"Exp(1)",0.9285952536431716
HD,0.83,2,"Cauchy(0,1)",0.8406803848261152
HD,0.83,2,"Pareto(1,0.5)",0.8105213859465714
HD,0.83,2,"LogNormal(0,3^2)",0.8107605656964382
HD,0.83,2,"Weibull(1,0.5)",0.8247221562375094
HD,0.83,2,"Exp(1) + Outliers",0.8142342372540046
HD,0.83,3,"Uniform(0,1)",1.2220968539183688
HD,0.83,3,"Beta(2,10)",0.957507207625084
HD,0.83,3,"Normal(0,1^2)",1.0553156416725133
HD,0.83,3,"Weibull(1,2)",1.0031777739520102
HD,0.83,3,"Exp(1)",0.8207858476946673
HD,0.83,3,"Cauchy(0,1)",0.6236386967361887
HD,0.83,3,"Pareto(1,0.5)",0.6236755605596161
HD,0.83,3,"LogNormal(0,3^2)",0.6242922921320949
HD,0.83,3,"Weibull(1,0.5)",0.6544827852338114
HD,0.83,3,"Exp(1) + Outliers",0.6380389823583439
HD,0.83,4,"Uniform(0,1)",1.3594898869284193
HD,0.83,4,"Beta(2,10)",0.9275739807893704
HD,0.83,4,"Normal(0,1^2)",1.0555397285119537
HD,0.83,4,"Weibull(1,2)",0.9766479066219159
HD,0.83,4,"Exp(1)",0.7269741945683341
HD,0.83,4,"Cauchy(0,1)",0.43091428676412336
HD,0.83,4,"Pareto(1,0.5)",0.4278718313073964
HD,0.83,4,"LogNormal(0,3^2)",0.430810546734791
HD,0.83,4,"Weibull(1,0.5)",0.5081725790094686
HD,0.83,4,"Exp(1) + Outliers",0.4741872160420478
HD,0.83,5,"Uniform(0,1)",1.5444811666664897
HD,0.83,5,"Beta(2,10)",0.9286965785518225
HD,0.83,5,"Normal(0,1^2)",1.0720919712850236
HD,0.83,5,"Weibull(1,2)",0.9828050666989757
HD,0.83,5,"Exp(1)",0.674105697235115
HD,0.83,5,"Cauchy(0,1)",0.2362334791443806
HD,0.83,5,"Pareto(1,0.5)",0.23272746323708793
HD,0.83,5,"LogNormal(0,3^2)",0.23792317824062728
HD,0.83,5,"Weibull(1,0.5)",0.3772321632123616
HD,0.83,5,"Exp(1) + Outliers",0.31360894488444496
HD,0.83,6,"Uniform(0,1)",1.7113612959829296
HD,0.83,6,"Beta(2,10)",0.981174632574051
HD,0.83,6,"Normal(0,1^2)",1.1447783416839081
HD,0.83,6,"Weibull(1,2)",1.0639027858389585
HD,0.83,6,"Exp(1)",0.6667535335453157
HD,0.83,6,"Cauchy(0,1)",0.07552524913105786
HD,0.83,6,"Pareto(1,0.5)",0.06684669302941725
HD,0.83,6,"LogNormal(0,3^2)",0.07263703942415892
HD,0.83,6,"Weibull(1,0.5)",0.3043424383787322
HD,0.83,6,"Exp(1) + Outliers",0.27503822439277475
HD,0.83,7,"Uniform(0,1)",1.8565241367322856
HD,0.83,7,"Beta(2,10)",1.097135398258263
HD,0.83,7,"Normal(0,1^2)",1.2672042219739412
HD,0.83,7,"Weibull(1,2)",1.1287688872561665
HD,0.83,7,"Exp(1)",0.7742246031474095
HD,0.83,7,"Cauchy(0,1)",0.004577567944521413
HD,0.83,7,"Pareto(1,0.5)",2.7088706245910795E-07
HD,0.83,7,"LogNormal(0,3^2)",0.004006456879192693
HD,0.83,7,"Weibull(1,0.5)",0.2680151343620079
HD,0.83,7,"Exp(1) + Outliers",0.23296149021634796
HD,0.83,8,"Uniform(0,1)",1.7699620683757085
HD,0.83,8,"Beta(2,10)",1.0158250319595108
HD,0.83,8,"Normal(0,1^2)",1.1768449221707344
HD,0.83,8,"Weibull(1,2)",1.0717973086294255
HD,0.83,8,"Exp(1)",0.7101931181437047
HD,0.83,8,"Cauchy(0,1)",0.006516528453140843
HD,0.83,8,"Pareto(1,0.5)",3.96110292017509E-06
HD,0.83,8,"LogNormal(0,3^2)",0.0070664429988659795
HD,0.83,8,"Weibull(1,0.5)",0.28483719055434403
HD,0.83,8,"Exp(1) + Outliers",0.2518893033983811
HD,0.83,9,"Uniform(0,1)",1.726916928319756
HD,0.83,9,"Beta(2,10)",0.9646793417850376
HD,0.83,9,"Normal(0,1^2)",1.1307231774486672
HD,0.83,9,"Weibull(1,2)",1.0422645026402824
HD,0.83,9,"Exp(1)",0.6618921627319936
HD,0.83,9,"Cauchy(0,1)",0.002884507670734575
HD,0.83,9,"Pareto(1,0.5)",7.131667202856287E-06
HD,0.83,9,"LogNormal(0,3^2)",0.008360077487065045
HD,0.83,9,"Weibull(1,0.5)",0.2823005083523777
HD,0.83,9,"Exp(1) + Outliers",0.24307212587613242
HD,0.83,10,"Uniform(0,1)",1.7029737481292806
HD,0.83,10,"Beta(2,10)",0.9709898183304116
HD,0.83,10,"Normal(0,1^2)",1.0918695572759445
HD,0.83,10,"Weibull(1,2)",1.044530353141405
HD,0.83,10,"Exp(1)",0.7027298228881391
HD,0.83,10,"Cauchy(0,1)",0.009426984935673427
HD,0.83,10,"Pareto(1,0.5)",7.421884806431616E-07
HD,0.83,10,"LogNormal(0,3^2)",0.007100629582638752
HD,0.83,10,"Weibull(1,0.5)",0.27837062190668377
HD,0.83,10,"Exp(1) + Outliers",0.22115780049687397
HD,0.83,11,"Uniform(0,1)",1.691612633881636
HD,0.83,11,"Beta(2,10)",0.9875134552531699
HD,0.83,11,"Normal(0,1^2)",1.1398526410507483
HD,0.83,11,"Weibull(1,2)",1.0323264732405675
HD,0.83,11,"Exp(1)",0.7175234104176568
HD,0.83,11,"Cauchy(0,1)",0.003992367800245363
HD,0.83,11,"Pareto(1,0.5)",1.5389392485288989E-06
HD,0.83,11,"LogNormal(0,3^2)",0.004731205847546846
HD,0.83,11,"Weibull(1,0.5)",0.2964424322006973
HD,0.83,11,"Exp(1) + Outliers",0.1812324339353708
HD,0.83,12,"Uniform(0,1)",1.7458794067406425
HD,0.83,12,"Beta(2,10)",1.0612989996342306
HD,0.83,12,"Normal(0,1^2)",1.1886161652287794
HD,0.83,12,"Weibull(1,2)",1.112942828881712
HD,0.83,12,"Exp(1)",0.7625108994957852
HD,0.83,12,"Cauchy(0,1)",0.002072204397812606
HD,0.83,12,"Pareto(1,0.5)",1.1481690596930142E-06
HD,0.83,12,"LogNormal(0,3^2)",0.004781375068618283
HD,0.83,12,"Weibull(1,0.5)",0.33375576387866873
HD,0.83,12,"Exp(1) + Outliers",0.14821801509662488
HD,0.83,13,"Uniform(0,1)",1.7685704885291882
HD,0.83,13,"Beta(2,10)",1.1038972177112059
HD,0.83,13,"Normal(0,1^2)",1.2471581392868347
HD,0.83,13,"Weibull(1,2)",1.1429476855414242
HD,0.83,13,"Exp(1)",0.8127529452272122
HD,0.83,13,"Cauchy(0,1)",0.0010739865378820827
HD,0.83,13,"Pareto(1,0.5)",4.817388872235882E-07
HD,0.83,13,"LogNormal(0,3^2)",0.003268410269741997
HD,0.83,13,"Weibull(1,0.5)",0.3701011102930142
HD,0.83,13,"Exp(1) + Outliers",0.17536228548644434
HD,0.83,14,"Uniform(0,1)",1.6371248559572555
HD,0.83,14,"Beta(2,10)",1.064687473299521
HD,0.83,14,"Normal(0,1^2)",1.1912152663180293
HD,0.83,14,"Weibull(1,2)",1.086738388903463
HD,0.83,14,"Exp(1)",0.7988599079987192
HD,0.83,14,"Cauchy(0,1)",0.0038854794985586343
HD,0.83,14,"Pareto(1,0.5)",1.5479990297752692E-06
HD,0.83,14,"LogNormal(0,3^2)",0.005548758893084383
HD,0.83,14,"Weibull(1,0.5)",0.3766415524923461
HD,0.83,14,"Exp(1) + Outliers",0.16248840998921968
HD,0.83,15,"Uniform(0,1)",1.5887995975119946
HD,0.83,15,"Beta(2,10)",1.0154880826496657
HD,0.83,15,"Normal(0,1^2)",1.1515072361744423
HD,0.83,15,"Weibull(1,2)",1.0609681411343586
HD,0.83,15,"Exp(1)",0.8017392469321407
HD,0.83,15,"Cauchy(0,1)",0.0032261990303423475
HD,0.83,15,"Pareto(1,0.5)",7.373675250625117E-07
HD,0.83,15,"LogNormal(0,3^2)",0.012084688450861882
HD,0.83,15,"Weibull(1,0.5)",0.3781867905926034
HD,0.83,15,"Exp(1) + Outliers",0.18216243473547677
HD,0.83,16,"Uniform(0,1)",1.5639518264656909
HD,0.83,16,"Beta(2,10)",1.0378394787750382
HD,0.83,16,"Normal(0,1^2)",1.1276932339470902
HD,0.83,16,"Weibull(1,2)",1.0780072945929529
HD,0.83,16,"Exp(1)",0.8116988628812769
HD,0.83,16,"Cauchy(0,1)",0.006555790927239247
HD,0.83,16,"Pareto(1,0.5)",1.3273837092836796E-07
HD,0.83,16,"LogNormal(0,3^2)",0.008838210361625725
HD,0.83,16,"Weibull(1,0.5)",0.40729106171866414
HD,0.83,16,"Exp(1) + Outliers",0.16898300338442945
HD,0.83,17,"Uniform(0,1)",1.5416437230690943
HD,0.83,17,"Beta(2,10)",1.0452889877182578
HD,0.83,17,"Normal(0,1^2)",1.1470834297904842
HD,0.83,17,"Weibull(1,2)",1.085187905246064
HD,0.83,17,"Exp(1)",0.833983015705849
HD,0.83,17,"Cauchy(0,1)",0.012818817902954539
HD,0.83,17,"Pareto(1,0.5)",3.61321265746252E-07
HD,0.83,17,"LogNormal(0,3^2)",0.011261142381892627
HD,0.83,17,"Weibull(1,0.5)",0.4258287507968932
HD,0.83,17,"Exp(1) + Outliers",0.1765774877683998
HD,0.83,18,"Uniform(0,1)",1.6100441194136013
HD,0.83,18,"Beta(2,10)",1.1196307077938543
HD,0.83,18,"Normal(0,1^2)",1.179018751091048
HD,0.83,18,"Weibull(1,2)",1.1322873413776997
HD,0.83,18,"Exp(1)",0.8943846447668398
HD,0.83,18,"Cauchy(0,1)",0.010816848568835122
HD,0.83,18,"Pareto(1,0.5)",2.272021020387848E-08
HD,0.83,18,"LogNormal(0,3^2)",0.013099268858588637
HD,0.83,18,"Weibull(1,0.5)",0.44916565470944264
HD,0.83,18,"Exp(1) + Outliers",0.12685623060845308
HD,0.83,19,"Uniform(0,1)",1.5983591751242043
HD,0.83,19,"Beta(2,10)",1.1336378184441147
HD,0.83,19,"Normal(0,1^2)",1.1972612976243375
HD,0.83,19,"Weibull(1,2)",1.1422592137597523
HD,0.83,19,"Exp(1)",0.9140595928278902
HD,0.83,19,"Cauchy(0,1)",0.01943190932832019
HD,0.83,19,"Pareto(1,0.5)",2.425599219466916E-07
HD,0.83,19,"LogNormal(0,3^2)",0.013160636936278726
HD,0.83,19,"Weibull(1,0.5)",0.4930257637930603
HD,0.83,19,"Exp(1) + Outliers",0.1293509753435107
HD,0.83,20,"Uniform(0,1)",1.5231035654286924
HD,0.83,20,"Beta(2,10)",1.0940119687168695
HD,0.83,20,"Normal(0,1^2)",1.1750571659508824
HD,0.83,20,"Weibull(1,2)",1.1181646538912298
HD,0.83,20,"Exp(1)",0.8905184821482558
HD,0.83,20,"Cauchy(0,1)",0.016319504642222205
HD,0.83,20,"Pareto(1,0.5)",1.8272829398193303E-07
HD,0.83,20,"LogNormal(0,3^2)",0.0064117526036350314
HD,0.83,20,"Weibull(1,0.5)",0.5026897056176733
HD,0.83,20,"Exp(1) + Outliers",0.1392344767014725
HD,0.84,2,"Uniform(0,1)",1.0964788066980595
HD,0.84,2,"Beta(2,10)",1.007529809281814
HD,0.84,2,"Normal(0,1^2)",1.0710774139781993
HD,0.84,2,"Weibull(1,2)",1.0289238622563723
HD,0.84,2,"Exp(1)",0.9367278574571
HD,0.84,2,"Cauchy(0,1)",0.8550600813217023
HD,0.84,2,"Pareto(1,0.5)",0.8171089870990713
HD,0.84,2,"LogNormal(0,3^2)",0.8168545861331359
HD,0.84,2,"Weibull(1,0.5)",0.837684311470604
HD,0.84,2,"Exp(1) + Outliers",0.8200159680771061
HD,0.84,3,"Uniform(0,1)",1.2241262749704127
HD,0.84,3,"Beta(2,10)",0.9654612263903456
HD,0.84,3,"Normal(0,1^2)",1.061111905501493
HD,0.84,3,"Weibull(1,2)",1.0174563837468822
HD,0.84,3,"Exp(1)",0.8450594740056798
HD,0.84,3,"Cauchy(0,1)",0.640019163110459
HD,0.84,3,"Pareto(1,0.5)",0.6397310569598237
HD,0.84,3,"LogNormal(0,3^2)",0.6403797116446334
HD,0.84,3,"Weibull(1,0.5)",0.6794118213332702
HD,0.84,3,"Exp(1) + Outliers",0.6504737412619536
HD,0.84,4,"Uniform(0,1)",1.3513459604607754
HD,0.84,4,"Beta(2,10)",0.945910551249259
HD,0.84,4,"Normal(0,1^2)",1.063483841305013
HD,0.84,4,"Weibull(1,2)",0.9837582072199287
HD,0.84,4,"Exp(1)",0.7484524658512332
HD,0.84,4,"Cauchy(0,1)",0.45705769645094346
HD,0.84,4,"Pareto(1,0.5)",0.45596310207942886
HD,0.84,4,"LogNormal(0,3^2)",0.46181500356893096
HD,0.84,4,"Weibull(1,0.5)",0.5327914754136259
HD,0.84,4,"Exp(1) + Outliers",0.4908636597135731
HD,0.84,5,"Uniform(0,1)",1.4820586969327194
HD,0.84,5,"Beta(2,10)",0.9188296116888747
HD,0.84,5,"Normal(0,1^2)",1.0571698645583198
HD,0.84,5,"Weibull(1,2)",0.9798381607209163
HD,0.84,5,"Exp(1)",0.694048196132477
HD,0.84,5,"Cauchy(0,1)",0.2748919599409384
HD,0.84,5,"Pareto(1,0.5)",0.27220752489229644
HD,0.84,5,"LogNormal(0,3^2)",0.27492005147528115
HD,0.84,5,"Weibull(1,0.5)",0.40893855907571486
HD,0.84,5,"Exp(1) + Outliers",0.3653545981534455
HD,0.84,6,"Uniform(0,1)",1.6924732660482433
HD,0.84,6,"Beta(2,10)",0.9693882797986357
HD,0.84,6,"Normal(0,1^2)",1.1198618587308835
HD,0.84,6,"Weibull(1,2)",1.0565847097548688
HD,0.84,6,"Exp(1)",0.6858512376589714
HD,0.84,6,"Cauchy(0,1)",0.11292481016396679
HD,0.84,6,"Pareto(1,0.5)",0.10691646148692105
HD,0.84,6,"LogNormal(0,3^2)",0.11566385204673749
HD,0.84,6,"Weibull(1,0.5)",0.3161494092445882
HD,0.84,6,"Exp(1) + Outliers",0.22877805770363593
HD,0.84,7,"Uniform(0,1)",1.865218679201574
HD,0.84,7,"Beta(2,10)",1.071663056156423
HD,0.84,7,"Normal(0,1^2)",1.2270833709550888
HD,0.84,7,"Weibull(1,2)",1.1388711709762942
HD,0.84,7,"Exp(1)",0.7086887327424787
HD,0.84,7,"Cauchy(0,1)",0.013943837059791478
HD,0.84,7,"Pareto(1,0.5)",0.005569989976182368
HD,0.84,7,"LogNormal(0,3^2)",0.013077889392106813
HD,0.84,7,"Weibull(1,0.5)",0.26796449914754533
HD,0.84,7,"Exp(1) + Outliers",0.2306385929175577
HD,0.84,8,"Uniform(0,1)",1.8059329523383836
HD,0.84,8,"Beta(2,10)",1.026883463342277
HD,0.84,8,"Normal(0,1^2)",1.207326205112137
HD,0.84,8,"Weibull(1,2)",1.098150052996221
HD,0.84,8,"Exp(1)",0.7217425296582577
HD,0.84,8,"Cauchy(0,1)",0.006535640069168977
HD,0.84,8,"Pareto(1,0.5)",1.3278996997000632E-05
HD,0.84,8,"LogNormal(0,3^2)",0.006874633555961335
HD,0.84,8,"Weibull(1,0.5)",0.26003441136236166
HD,0.84,8,"Exp(1) + Outliers",0.24979258345102773
HD,0.84,9,"Uniform(0,1)",1.7397455803538289
HD,0.84,9,"Beta(2,10)",0.9973178447243134
HD,0.84,9,"Normal(0,1^2)",1.1446502389895614
HD,0.84,9,"Weibull(1,2)",1.0309705580237256
HD,0.84,9,"Exp(1)",0.7185889634463114
HD,0.84,9,"Cauchy(0,1)",0.00445555685850766
HD,0.84,9,"Pareto(1,0.5)",1.0166940551806795E-05
HD,0.84,9,"LogNormal(0,3^2)",0.008890526486130848
HD,0.84,9,"Weibull(1,0.5)",0.27831096079643625
HD,0.84,9,"Exp(1) + Outliers",0.24268270614625634
HD,0.84,10,"Uniform(0,1)",1.6885990227475172
HD,0.84,10,"Beta(2,10)",0.9876711864643621
HD,0.84,10,"Normal(0,1^2)",1.1470459139625915
HD,0.84,10,"Weibull(1,2)",1.0297008402642944
HD,0.84,10,"Exp(1)",0.6950091166473903
HD,0.84,10,"Cauchy(0,1)",0.012176632058732813
HD,0.84,10,"Pareto(1,0.5)",1.3131539668335048E-06
HD,0.84,10,"LogNormal(0,3^2)",0.006121720672605322
HD,0.84,10,"Weibull(1,0.5)",0.2790037589917191
HD,0.84,10,"Exp(1) + Outliers",0.23629293245244706
HD,0.84,11,"Uniform(0,1)",1.6754746584782314
HD,0.84,11,"Beta(2,10)",0.9731021734118845
HD,0.84,11,"Normal(0,1^2)",1.1071507772628921
HD,0.84,11,"Weibull(1,2)",1.0368405535280398
HD,0.84,11,"Exp(1)",0.6873154234099981
HD,0.84,11,"Cauchy(0,1)",0.0028053537169677963
HD,0.84,11,"Pareto(1,0.5)",1.1834371117352333E-06
HD,0.84,11,"LogNormal(0,3^2)",0.007636547369204997
HD,0.84,11,"Weibull(1,0.5)",0.29391353436274015
HD,0.84,11,"Exp(1) + Outliers",0.21150977807009283
HD,0.84,12,"Uniform(0,1)",1.7127709833316191
HD,0.84,12,"Beta(2,10)",0.9996668554416014
HD,0.84,12,"Normal(0,1^2)",1.126944902009939
HD,0.84,12,"Weibull(1,2)",1.0350755136626286
HD,0.84,12,"Exp(1)",0.737677685691861
HD,0.84,12,"Cauchy(0,1)",0.006996619828697543
HD,0.84,12,"Pareto(1,0.5)",3.405681778529896E-06
HD,0.84,12,"LogNormal(0,3^2)",0.005936792677643157
HD,0.84,12,"Weibull(1,0.5)",0.3116600942280489
HD,0.84,12,"Exp(1) + Outliers",0.18805379767920144
HD,0.84,13,"Uniform(0,1)",1.7641342710174506
HD,0.84,13,"Beta(2,10)",1.062416304368233
HD,0.84,13,"Normal(0,1^2)",1.2241318534852244
HD,0.84,13,"Weibull(1,2)",1.1163147008433296
HD,0.84,13,"Exp(1)",0.7720840254581471
HD,0.84,13,"Cauchy(0,1)",0.00313580422627194
HD,0.84,13,"Pareto(1,0.5)",1.215338993049142E-06
HD,0.84,13,"LogNormal(0,3^2)",0.0032261990999347028
HD,0.84,13,"Weibull(1,0.5)",0.35043268751320944
HD,0.84,13,"Exp(1) + Outliers",0.15346853662660379
HD,0.84,14,"Uniform(0,1)",1.710105976049367
HD,0.84,14,"Beta(2,10)",1.0768181250384878
HD,0.84,14,"Normal(0,1^2)",1.2114437449185294
HD,0.84,14,"Weibull(1,2)",1.1478912048669805
HD,0.84,14,"Exp(1)",0.8169356550040339
HD,0.84,14,"Cauchy(0,1)",0.0021422581341063313
HD,0.84,14,"Pareto(1,0.5)",1.1961617878034185E-07
HD,0.84,14,"LogNormal(0,3^2)",0.00428690014365704
HD,0.84,14,"Weibull(1,0.5)",0.36335639725229135
HD,0.84,14,"Exp(1) + Outliers",0.1894158595860392
HD,0.84,15,"Uniform(0,1)",1.6406484155498615
HD,0.84,15,"Beta(2,10)",1.0612708644183828
HD,0.84,15,"Normal(0,1^2)",1.1943371638824525
HD,0.84,15,"Weibull(1,2)",1.108351843193622
HD,0.84,15,"Exp(1)",0.7852401683611178
HD,0.84,15,"Cauchy(0,1)",0.0034443388838603277
HD,0.84,15,"Pareto(1,0.5)",1.8717774830771175E-08
HD,0.84,15,"LogNormal(0,3^2)",0.006218577582962181
HD,0.84,15,"Weibull(1,0.5)",0.3689507164568295
HD,0.84,15,"Exp(1) + Outliers",0.2142142554871134
HD,0.84,16,"Uniform(0,1)",1.609047587007893
HD,0.84,16,"Beta(2,10)",1.0265211825529421
HD,0.84,16,"Normal(0,1^2)",1.1197707382080098
HD,0.84,16,"Weibull(1,2)",1.0832010397223193
HD,0.84,16,"Exp(1)",0.791874366939804
HD,0.84,16,"Cauchy(0,1)",0.003838947097836276
HD,0.84,16,"Pareto(1,0.5)",2.8093770427780453E-07
HD,0.84,16,"LogNormal(0,3^2)",0.005096336820456237
HD,0.84,16,"Weibull(1,0.5)",0.38670160599748044
HD,0.84,16,"Exp(1) + Outliers",0.17655002939789133
HD,0.84,17,"Uniform(0,1)",1.5551169403640945
HD,0.84,17,"Beta(2,10)",1.0280813520552965
HD,0.84,17,"Normal(0,1^2)",1.1344628294885517
HD,0.84,17,"Weibull(1,2)",1.0922560444441847
HD,0.84,17,"Exp(1)",0.8158629928123676
HD,0.84,17,"Cauchy(0,1)",0.0053249267599909484
HD,0.84,17,"Pareto(1,0.5)",1.0406998174600532E-07
HD,0.84,17,"LogNormal(0,3^2)",0.005163069164854945
HD,0.84,17,"Weibull(1,0.5)",0.4145011230867026
HD,0.84,17,"Exp(1) + Outliers",0.14871596210695665
HD,0.84,18,"Uniform(0,1)",1.5869091375897917
HD,0.84,18,"Beta(2,10)",1.0220182799847644
HD,0.84,18,"Normal(0,1^2)",1.1379173031189083
HD,0.84,18,"Weibull(1,2)",1.0962739510221249
HD,0.84,18,"Exp(1)",0.8429891179952448
HD,0.84,18,"Cauchy(0,1)",0.011192187757988538
HD,0.84,18,"Pareto(1,0.5)",8.437639652693114E-07
HD,0.84,18,"LogNormal(0,3^2)",0.008621696579413701
HD,0.84,18,"Weibull(1,0.5)",0.42069198691806337
HD,0.84,18,"Exp(1) + Outliers",0.12291203053109735
HD,0.84,19,"Uniform(0,1)",1.5932544345408175
HD,0.84,19,"Beta(2,10)",1.0543292778079179
HD,0.84,19,"Normal(0,1^2)",1.1951267058929786
HD,0.84,19,"Weibull(1,2)",1.114195099461509
HD,0.84,19,"Exp(1)",0.886332407619695
HD,0.84,19,"Cauchy(0,1)",0.018164381939570033
HD,0.84,19,"Pareto(1,0.5)",1.4062684166337136E-07
HD,0.84,19,"LogNormal(0,3^2)",0.007824765431040027
HD,0.84,19,"Weibull(1,0.5)",0.4347651251139706
HD,0.84,19,"Exp(1) + Outliers",0.14640192519041093
HD,0.84,20,"Uniform(0,1)",1.6033814747273751
HD,0.84,20,"Beta(2,10)",1.148143478572118
