index,left,right,height,water,isMode,isPeak,isLowland
0,-3.58,-3.56,0.05366,0.05366,false,false,false
1,-3.56,-3.54,0.03892,0.03892,false,false,false
2,-3.54,-3.51,0.03145,0.03145,false,false,false
3,-3.51,-3.47,0.02723,0.02723,false,false,false
4,-3.47,-3.43,0.02474,0.02474,false,false,false
5,-3.43,-3.39,0.02328,0.02328,false,false,false
6,-3.39,-3.34,0.02247,0.02247,false,false,false
7,-3.34,-3.30,0.02210,0.02210,false,false,false
8,-3.30,-3.25,0.02203,0.02203,false,false,false
9,-3.25,-3.21,0.02217,0.02217,false,false,false
10,-3.21,-3.16,0.02244,0.02244,false,false,false
11,-3.16,-3.12,0.02279,0.02279,false,false,false
12,-3.12,-3.08,0.02318,0.02318,false,false,false
13,-3.08,-3.03,0.02359,0.02359,false,false,false
14,-3.03,-2.99,0.02399,0.02399,false,false,false
15,-2.99,-2.95,0.02438,0.02438,false,false,false
16,-2.95,-2.91,0.02475,0.02475,false,false,false
17,-2.91,-2.87,0.02511,0.02511,false,false,false
18,-2.87,-2.83,0.02546,0.02546,false,false,false
19,-2.83,-2.79,0.02582,0.02582,false,false,false
20,-2.79,-2.75,0.02619,0.02619,false,false,false
21,-2.75,-2.72,0.02659,0.02659,false,false,false
22,-2.72,-2.68,0.02703,0.02703,false,false,false
23,-2.68,-2.64,0.02752,0.02752,false,false,false
24,-2.64,-2.61,0.02807,0.02807,false,false,false
25,-2.61,-2.57,0.02867,0.02867,false,false,false
26,-2.57,-2.54,0.02934,0.02934,false,false,false
27,-2.54,-2.51,0.03008,0.03008,false,false,false
28,-2.51,-2.47,0.03088,0.03088,false,false,false
29,-2.47,-2.44,0.03175,0.03175,false,false,false
30,-2.44,-2.41,0.03267,0.03267,false,false,false
31,-2.41,-2.38,0.03363,0.03363,false,false,false
32,-2.38,-2.35,0.03463,0.03463,false,false,false
33,-2.35,-2.32,0.03565,0.03565,false,false,false
34,-2.32,-2.30,0.03666,0.03666,false,false,false
35,-2.30,-2.27,0.03766,0.03766,false,false,false
36,-2.27,-2.24,0.03861,0.03861,false,false,false
37,-2.24,-2.22,0.03950,0.03950,false,false,false
38,-2.22,-2.19,0.04031,0.04031,false,false,false
39,-2.19,-2.17,0.04102,0.04102,false,false,false
40,-2.17,-2.15,0.04162,0.04162,false,false,false
41,-2.15,-2.12,0.04209,0.04209,false,false,false
42,-2.12,-2.10,0.04244,0.04244,false,false,false
43,-2.10,-2.08,0.04266,0.04266,false,false,false
44,-2.08,-2.05,0.04276,0.04276,false,true,false
45,-2.05,-2.03,0.04274,0.04276,false,false,false
46,-2.03,-2.00,0.04263,0.04276,false,false,false
47,-2.00,-1.98,0.04244,0.04276,false,false,false
48,-1.98,-1.96,0.04217,0.04276,false,false,false
49,-1.96,-1.93,0.04186,0.04276,false,false,false
50,-1.93,-1.91,0.04150,0.04276,false,false,false
51,-1.91,-1.89,0.04113,0.04276,false,false,false
52,-1.89,-1.86,0.04076,0.04276,false,false,false
53,-1.86,-1.84,0.04038,0.04276,false,false,false
54,-1.84,-1.81,0.04003,0.04276,false,false,false
55,-1.81,-1.79,0.03970,0.04276,false,false,false
56,-1.79,-1.76,0.03940,0.04276,false,false,false
57,-1.76,-1.73,0.03914,0.04276,false,false,false
58,-1.73,-1.71,0.03892,0.04276,false,false,false
59,-1.71,-1.68,0.03875,0.04276,false,false,false
60,-1.68,-1.66,0.03863,0.04276,false,false,false
61,-1.66,-1.63,0.03856,0.04276,false,false,false
62,-1.63,-1.61,0.03854,0.04276,false,false,false
63,-1.61,-1.58,0.03859,0.04276,false,false,false
64,-1.58,-1.55,0.03868,0.04276,false,false,false
65,-1.55,-1.53,0.03884,0.04276,false,false,false
66,-1.53,-1.50,0.03905,0.04276,false,false,false
67,-1.50,-1.48,0.03933,0.04276,false,false,false
68,-1.48,-1.45,0.03966,0.04276,false,false,false
69,-1.45,-1.43,0.04006,0.04276,false,false,false
70,-1.43,-1.40,0.04051,0.04276,false,false,false
71,-1.40,-1.38,0.04103,0.04276,false,false,false
72,-1.38,-1.35,0.04161,0.04276,false,false,false
73,-1.35,-1.33,0.04225,0.04276,false,false,false
74,-1.33,-1.31,0.04295,0.04295,false,false,false
75,-1.31,-1.28,0.04371,0.04371,false,false,false
76,-1.28,-1.26,0.04454,0.04454,false,false,false
77,-1.26,-1.24,0.04543,0.04543,false,false,false
78,-1.24,-1.22,0.04639,0.04639,false,false,false
79,-1.22,-1.20,0.04740,0.04740,false,false,false
80,-1.20,-1.18,0.04848,0.04848,false,false,false
81,-1.18,-1.16,0.04963,0.04963,false,false,false
82,-1.16,-1.14,0.05083,0.05083,false,false,false
83,-1.14,-1.12,0.05209,0.05209,false,false,false
84,-1.12,-1.10,0.05341,0.05341,false,false,false
85,-1.10,-1.08,0.05479,0.05479,false,false,false
86,-1.08,-1.06,0.05622,0.05622,false,false,false
87,-1.06,-1.05,0.05771,0.05771,false,false,false
88,-1.05,-1.03,0.05924,0.05924,false,false,false
89,-1.03,-1.01,0.06082,0.06082,false,false,false
90,-1.01,-1.00,0.06244,0.06244,false,false,false
91,-1.00,-0.98,0.06411,0.06411,false,false,false
92,-0.98,-0.96,0.06580,0.06580,false,false,false
93,-0.96,-0.95,0.06753,0.06753,false,false,false
94,-0.95,-0.94,0.06928,0.06928,false,false,false
95,-0.94,-0.92,0.07105,0.07105,false,false,false
96,-0.92,-0.91,0.07285,0.07285,false,false,false
97,-0.91,-0.89,0.07465,0.07465,false,false,false
98,-0.89,-0.88,0.07646,0.07646,false,false,false
99,-0.88,-0.87,0.07828,0.07828,false,false,false
100,-0.87,-0.86,0.08010,0.08010,false,false,false
101,-0.86,-0.84,0.08191,0.08191,false,false,false
102,-0.84,-0.83,0.08372,0.08372,false,false,false
