estimator,quantile,n,distribution,efficiency
WHD|0.01,0.5,4,"Weibull(1,2)",1.1234466594047672
WHD|0.01,0.5,4,"Cauchy(0,1)",0.015193300507951691
WHD|0.01,0.5,4,"Pareto(1,0.5)",7.423078346577659E-06
WHD|0.01,0.5,4,"LogNormal(0,3^2)",0.012210197824986592
WHD|0.01,0.5,4,"Exp(1) + Outliers",0.3981915298686098
WHD|0.01,0.5,5,"Beta(2,10)",1.3003753945088194
WHD|0.01,0.5,5,"Uniform(0,1)",1.5640534995575173
WHD|0.01,0.5,5,"Normal(0,1^2)",1.3359923438716952
WHD|0.01,0.5,5,"Weibull(1,2)",1.3173002274464811
WHD|0.01,0.5,5,"Cauchy(0,1)",0.027685211550188226
WHD|0.01,0.5,5,"Pareto(1,0.5)",4.016934147490083E-07
WHD|0.01,0.5,5,"LogNormal(0,3^2)",0.006250004616136335
WHD|0.01,0.5,5,"Exp(1) + Outliers",0.010128996841508765
WHD|0.01,0.5,6,"Beta(2,10)",1.1360772432449193
WHD|0.01,0.5,6,"Uniform(0,1)",1.307544370132104
WHD|0.01,0.5,6,"Normal(0,1^2)",1.1704066460729448
WHD|0.01,0.5,6,"Weibull(1,2)",1.176520394463353
WHD|0.01,0.5,6,"Cauchy(0,1)",0.0422816999938953
WHD|0.01,0.5,6,"Pareto(1,0.5)",4.267284684104883E-06
WHD|0.01,0.5,6,"LogNormal(0,3^2)",0.012626872716978037
WHD|0.01,0.5,6,"Exp(1) + Outliers",0.050565032333272114
WHD|0.01,0.5,7,"Beta(2,10)",1.2767619069378107
WHD|0.01,0.5,7,"Uniform(0,1)",1.5169122498435903
WHD|0.01,0.5,7,"Normal(0,1^2)",1.3148298354840693
WHD|0.01,0.5,7,"Weibull(1,2)",1.313193116580177
WHD|0.01,0.5,7,"Cauchy(0,1)",0.1413880259566622
WHD|0.01,0.5,7,"Pareto(1,0.5)",3.829323833298267E-06
WHD|0.01,0.5,7,"LogNormal(0,3^2)",0.03918031452925444
WHD|0.01,0.5,7,"Exp(1) + Outliers",1.6694441996549353E-05
WHD|0.01,0.5,8,"Beta(2,10)",1.1561036324703162
WHD|0.01,0.5,8,"Uniform(0,1)",1.301808974901111
WHD|0.01,0.5,8,"Normal(0,1^2)",1.1814474969768578
WHD|0.01,0.5,8,"Weibull(1,2)",1.1835826288395321
WHD|0.01,0.5,8,"Cauchy(0,1)",0.5688382125903831
WHD|0.01,0.5,8,"Pareto(1,0.5)",0.011206734428886173
WHD|0.01,0.5,8,"LogNormal(0,3^2)",0.17898480102377712
WHD|0.01,0.5,8,"Exp(1) + Outliers",4.150125815633804E-05
WHD|0.01,0.5,9,"Beta(2,10)",1.2617417857898228
WHD|0.01,0.5,9,"Uniform(0,1)",1.4468566758793062
WHD|0.01,0.5,9,"Normal(0,1^2)",1.2968963614118745
WHD|0.01,0.5,9,"Weibull(1,2)",1.3064938283988656
WHD|0.01,0.5,9,"Cauchy(0,1)",0.7252560356365112
WHD|0.01,0.5,9,"Pareto(1,0.5)",0.00909854570360417
WHD|0.01,0.5,9,"LogNormal(0,3^2)",0.18755117350560266
WHD|0.01,0.5,9,"Exp(1) + Outliers",4.7623127618180795E-05
WHD|0.01,0.5,10,"Beta(2,10)",1.1719947318020902
WHD|0.01,0.5,10,"Uniform(0,1)",1.2927886947900946
WHD|0.01,0.5,10,"Normal(0,1^2)",1.189104731973344
WHD|0.01,0.5,10,"Weibull(1,2)",1.187178091068031
WHD|0.01,0.5,10,"Cauchy(0,1)",0.7200730953690865
WHD|0.01,0.5,10,"Pareto(1,0.5)",0.039861336174037205
WHD|0.01,0.5,10,"LogNormal(0,3^2)",0.2160213454328639
WHD|0.01,0.5,10,"Exp(1) + Outliers",8.277615318776141E-05
WHD|0.01,0.5,11,"Beta(2,10)",1.269836062220623
WHD|0.01,0.5,11,"Uniform(0,1)",1.4001200778821228
WHD|0.01,0.5,11,"Normal(0,1^2)",1.276286385038331
WHD|0.01,0.5,11,"Weibull(1,2)",1.2709073515734508
WHD|0.01,0.5,11,"Cauchy(0,1)",0.8163574335404417
WHD|0.01,0.5,11,"Pareto(1,0.5)",0.053975189570206056
WHD|0.01,0.5,11,"LogNormal(0,3^2)",0.22147184892460658
WHD|0.01,0.5,11,"Exp(1) + Outliers",0.0002489048269394853
WHD|0.01,0.5,12,"Beta(2,10)",1.1549389326196633
WHD|0.01,0.5,12,"Uniform(0,1)",1.282616986189614
WHD|0.01,0.5,12,"Normal(0,1^2)",1.172997466123309
WHD|0.01,0.5,12,"Weibull(1,2)",1.1802936240810626
WHD|0.01,0.5,12,"Cauchy(0,1)",0.8396023110415626
WHD|0.01,0.5,12,"Pareto(1,0.5)",0.20476025403387604
WHD|0.01,0.5,12,"LogNormal(0,3^2)",0.3000946445659664
WHD|0.01,0.5,12,"Exp(1) + Outliers",0.0004960592322708973
WHD|0.01,0.5,13,"Beta(2,10)",1.2494382527481744
WHD|0.01,0.5,13,"Uniform(0,1)",1.388309234618176
WHD|0.01,0.5,13,"Normal(0,1^2)",1.2700717514787596
WHD|0.01,0.5,13,"Weibull(1,2)",1.279111022966345
WHD|0.01,0.5,13,"Cauchy(0,1)",0.9254867957025813
WHD|0.01,0.5,13,"Pareto(1,0.5)",0.2025506097213728
WHD|0.01,0.5,13,"LogNormal(0,3^2)",0.2979586629411009
WHD|0.01,0.5,13,"Exp(1) + Outliers",0.0007126885974174754
WHD|0.01,0.5,14,"Beta(2,10)",1.1572093631887248
WHD|0.01,0.5,14,"Uniform(0,1)",1.2666649909005216
WHD|0.01,0.5,14,"Normal(0,1^2)",1.1858258646352753
WHD|0.01,0.5,14,"Weibull(1,2)",1.185813509480862
WHD|0.01,0.5,14,"Cauchy(0,1)",0.8921535403819489
WHD|0.01,0.5,14,"Pareto(1,0.5)",0.19734852975598496
WHD|0.01,0.5,14,"LogNormal(0,3^2)",0.3686473246387169
WHD|0.01,0.5,14,"Exp(1) + Outliers",0.0018282793136004684
WHD|0.01,0.5,15,"Beta(2,10)",1.2377907497944667
WHD|0.01,0.5,15,"Uniform(0,1)",1.348012421336396
WHD|0.01,0.5,15,"Normal(0,1^2)",1.250745809742274
WHD|0.01,0.5,15,"Weibull(1,2)",1.2353098896095798
WHD|0.01,0.5,15,"Cauchy(0,1)",0.980360494187504
WHD|0.01,0.5,15,"Pareto(1,0.5)",0.3121055913231923
WHD|0.01,0.5,15,"LogNormal(0,3^2)",0.4410611195670469
WHD|0.01,0.5,15,"Exp(1) + Outliers",0.004712187766281937
WHD|0.01,0.5,16,"Beta(2,10)",1.1550197116815748
WHD|0.01,0.5,16,"Uniform(0,1)",1.2653361801936491
WHD|0.01,0.5,16,"Normal(0,1^2)",1.164306320608457
WHD|0.01,0.5,16,"Weibull(1,2)",1.1690403684372943
WHD|0.01,0.5,16,"Cauchy(0,1)",0.9313868950719681
WHD|0.01,0.5,16,"Pareto(1,0.5)",0.3620345743093685
WHD|0.01,0.5,16,"LogNormal(0,3^2)",0.4154353916467753
WHD|0.01,0.5,16,"Exp(1) + Outliers",0.0070899301014917
WHD|0.01,0.5,17,"Beta(2,10)",1.2281912156359045
WHD|0.01,0.5,17,"Uniform(0,1)",1.3268644786666643
WHD|0.01,0.5,17,"Normal(0,1^2)",1.2471001385120621
WHD|0.01,0.5,17,"Weibull(1,2)",1.2475820204439747
WHD|0.01,0.5,17,"Cauchy(0,1)",0.9899340617783771
WHD|0.01,0.5,17,"Pareto(1,0.5)",0.36267599283295543
WHD|0.01,0.5,17,"LogNormal(0,3^2)",0.45924885942145505
WHD|0.01,0.5,17,"Exp(1) + Outliers",0.013066418411906816
WHD|0.01,0.5,18,"Beta(2,10)",1.1477418737662113
WHD|0.01,0.5,18,"Uniform(0,1)",1.235682835592436
WHD|0.01,0.5,18,"Normal(0,1^2)",1.1697997630052468
WHD|0.01,0.5,18,"Weibull(1,2)",1.1664786256839454
WHD|0.01,0.5,18,"Cauchy(0,1)",0.9659328806577255
WHD|0.01,0.5,18,"Pareto(1,0.5)",0.45046727622786015
WHD|0.01,0.5,18,"LogNormal(0,3^2)",0.4848938192978974
WHD|0.01,0.5,18,"Exp(1) + Outliers",0.9401703595514129
WHD|0.01,0.5,19,"Beta(2,10)",1.2174724274488864
WHD|0.01,0.5,19,"Uniform(0,1)",1.3161835645204918
WHD|0.01,0.5,19,"Normal(0,1^2)",1.22654661192711
WHD|0.01,0.5,19,"Weibull(1,2)",1.2140920065947707
WHD|0.01,0.5,19,"Cauchy(0,1)",1.0110694315720454
WHD|0.01,0.5,19,"Pareto(1,0.5)",0.431800979531517
WHD|0.01,0.5,19,"LogNormal(0,3^2)",0.4359348516403817
WHD|0.01,0.5,19,"Exp(1) + Outliers",0.4654827669994255
WHD|0.01,0.5,20,"Beta(2,10)",1.1683535733431238
WHD|0.01,0.5,20,"Uniform(0,1)",1.2351773272050912
WHD|0.01,0.5,20,"Normal(0,1^2)",1.1750533695268046
WHD|0.01,0.5,20,"Weibull(1,2)",1.1729865175151764
WHD|0.01,0.5,20,"Cauchy(0,1)",0.979586622922972
WHD|0.01,0.5,20,"Pareto(1,0.5)",0.4889021337158384
WHD|0.01,0.5,20,"LogNormal(0,3^2)",0.5106373326612185
WHD|0.01,0.5,20,"Exp(1) + Outliers",0.5188148716369203
WHD|0.01,0.5,21,"Beta(2,10)",1.1974986350486423
WHD|0.01,0.5,21,"Uniform(0,1)",1.2652363516104186
WHD|0.01,0.5,21,"Normal(0,1^2)",1.203240774227437
WHD|0.01,0.5,21,"Weibull(1,2)",1.2270284873041448
WHD|0.01,0.5,21,"Cauchy(0,1)",1.0365712868407848
WHD|0.01,0.5,21,"Pareto(1,0.5)",0.492467069457749
WHD|0.01,0.5,21,"LogNormal(0,3^2)",0.5279948087445552
WHD|0.01,0.5,21,"Exp(1) + Outliers",1.0933948573724108
WHD|0.01,0.5,22,"Beta(2,10)",1.1608269576362868
WHD|0.01,0.5,22,"Uniform(0,1)",1.2327168132065334
WHD|0.01,0.5,22,"Normal(0,1^2)",1.1631734147978108
WHD|0.01,0.5,22,"Weibull(1,2)",1.156483275896924
WHD|0.01,0.5,22,"Cauchy(0,1)",1.0047357788749496
WHD|0.01,0.5,22,"Pareto(1,0.5)",0.5670219471784486
WHD|0.01,0.5,22,"LogNormal(0,3^2)",0.5294923253820528
WHD|0.01,0.5,22,"Exp(1) + Outliers",1.0433376609106348
WHD|0.01,0.5,23,"Beta(2,10)",1.1889743298118873
WHD|0.01,0.5,23,"Uniform(0,1)",1.293598302793982
WHD|0.01,0.5,23,"Normal(0,1^2)",1.2126878251880273
WHD|0.01,0.5,23,"Weibull(1,2)",1.224752297509641
WHD|0.01,0.5,23,"Cauchy(0,1)",1.0328809665670904
WHD|0.01,0.5,23,"Pareto(1,0.5)",0.5534989301801959
WHD|0.01,0.5,23,"LogNormal(0,3^2)",0.5308425742574793
WHD|0.01,0.5,23,"Exp(1) + Outliers",1.0479956694442258
WHD|0.01,0.5,24,"Beta(2,10)",1.143678067415919
WHD|0.01,0.5,24,"Uniform(0,1)",1.2195700861475234
WHD|0.01,0.5,24,"Normal(0,1^2)",1.1568467289544548
WHD|0.01,0.5,24,"Weibull(1,2)",1.1573885487086277
WHD|0.01,0.5,24,"Cauchy(0,1)",1.0097000027524532
WHD|0.01,0.5,24,"Pareto(1,0.5)",0.5503089845873952
WHD|0.01,0.5,24,"LogNormal(0,3^2)",0.5436766267923361
WHD|0.01,0.5,24,"Exp(1) + Outliers",1.0630073302539276
WHD|0.01,0.5,25,"Beta(2,10)",1.1962888213430667
WHD|0.01,0.5,25,"Uniform(0,1)",1.2642404655559127
WHD|0.01,0.5,25,"Normal(0,1^2)",1.2164122179233072
WHD|0.01,0.5,25,"Weibull(1,2)",1.210415566646033
WHD|0.01,0.5,25,"Cauchy(0,1)",1.0530295145930975
WHD|0.01,0.5,25,"Pareto(1,0.5)",0.5949395851477997
WHD|0.01,0.5,25,"LogNormal(0,3^2)",0.587892396873476
WHD|0.01,0.5,25,"Exp(1) + Outliers",1.1136983473817605
WHD|0.01,0.5,26,"Beta(2,10)",1.1595024146266595
WHD|0.01,0.5,26,"Uniform(0,1)",1.2096174308116328
WHD|0.01,0.5,26,"Normal(0,1^2)",1.1485231441417618
WHD|0.01,0.5,26,"Weibull(1,2)",1.1577182958855945
WHD|0.01,0.5,26,"Cauchy(0,1)",1.001026911214759
WHD|0.01,0.5,26,"Pareto(1,0.5)",0.6113100315212886
WHD|0.01,0.5,26,"LogNormal(0,3^2)",0.5691401999378469
WHD|0.01,0.5,26,"Exp(1) + Outliers",1.072681290707816
WHD|0.01,0.5,27,"Beta(2,10)",1.1858645840427366
WHD|0.01,0.5,27,"Uniform(0,1)",1.2692652731722118
WHD|0.01,0.5,27,"Normal(0,1^2)",1.1993438976075952
WHD|0.01,0.5,27,"Weibull(1,2)",1.2028433386908584
WHD|0.01,0.5,27,"Cauchy(0,1)",1.0644418529147783
WHD|0.01,0.5,27,"Pareto(1,0.5)",0.6328984558886938
WHD|0.01,0.5,27,"LogNormal(0,3^2)",0.5916772018269936
WHD|0.01,0.5,27,"Exp(1) + Outliers",1.097648467617465
WHD|0.01,0.5,28,"Beta(2,10)",1.1507741588923042
WHD|0.01,0.5,28,"Uniform(0,1)",1.2167649278394983
WHD|0.01,0.5,28,"Normal(0,1^2)",1.1587461093035039
WHD|0.01,0.5,28,"Weibull(1,2)",1.1565372422286417
WHD|0.01,0.5,28,"Cauchy(0,1)",1.0263377499739466
WHD|0.01,0.5,28,"Pareto(1,0.5)",0.6154900119851302
WHD|0.01,0.5,28,"LogNormal(0,3^2)",0.6084910468369202
WHD|0.01,0.5,28,"Exp(1) + Outliers",1.0692415037213054
WHD|0.01,0.5,29,"Beta(2,10)",1.181262924966996
WHD|0.01,0.5,29,"Uniform(0,1)",1.243437021342935
WHD|0.01,0.5,29,"Normal(0,1^2)",1.1911151723267628
WHD|0.01,0.5,29,"Weibull(1,2)",1.2033807047582046
WHD|0.01,0.5,29,"Cauchy(0,1)",1.05677157551707
WHD|0.01,0.5,29,"Pareto(1,0.5)",0.6280434537492292
WHD|0.01,0.5,29,"LogNormal(0,3^2)",0.6129970303519409
WHD|0.01,0.5,29,"Exp(1) + Outliers",1.1035121645935175
WHD|0.01,0.5,30,"Beta(2,10)",1.1477126261701098
WHD|0.01,0.5,30,"Uniform(0,1)",1.196187976408533
WHD|0.01,0.5,30,"Normal(0,1^2)",1.150231391121562
WHD|0.01,0.5,30,"Weibull(1,2)",1.146590277248772
WHD|0.01,0.5,30,"Cauchy(0,1)",1.0183287786997672
WHD|0.01,0.5,30,"Pareto(1,0.5)",0.6580716671335839
WHD|0.01,0.5,30,"LogNormal(0,3^2)",0.6074908487781469
WHD|0.01,0.5,30,"Exp(1) + Outliers",1.0657003102879046
WHD|0.01,0.5,31,"Beta(2,10)",1.1845782108914589
WHD|0.01,0.5,31,"Uniform(0,1)",1.2410169325268126
WHD|0.01,0.5,31,"Normal(0,1^2)",1.173594707320226
WHD|0.01,0.5,31,"Weibull(1,2)",1.1828300856035827
WHD|0.01,0.5,31,"Cauchy(0,1)",1.0692385784494554
WHD|0.01,0.5,31,"Pareto(1,0.5)",0.6567730239299397
WHD|0.01,0.5,31,"LogNormal(0,3^2)",0.6438614648676968
WHD|0.01,0.5,31,"Exp(1) + Outliers",1.1302477710131633
WHD|0.01,0.5,32,"Beta(2,10)",1.1405892966786548
WHD|0.01,0.5,32,"Uniform(0,1)",1.186235594964298
WHD|0.01,0.5,32,"Normal(0,1^2)",1.1468738990277842
WHD|0.01,0.5,32,"Weibull(1,2)",1.1418909593439823
WHD|0.01,0.5,32,"Cauchy(0,1)",1.0401742895593025
WHD|0.01,0.5,32,"Pareto(1,0.5)",0.6748364615648674
WHD|0.01,0.5,32,"LogNormal(0,3^2)",0.6435086136069443
WHD|0.01,0.5,32,"Exp(1) + Outliers",1.0879674262524903
WHD|0.01,0.5,33,"Beta(2,10)",1.1707153867175413
WHD|0.01,0.5,33,"Uniform(0,1)",1.2326025780740648
WHD|0.01,0.5,33,"Normal(0,1^2)",1.1787661621020205
WHD|0.01,0.5,33,"Weibull(1,2)",1.169397028402835
WHD|0.01,0.5,33,"Cauchy(0,1)",1.057889618034395
WHD|0.01,0.5,33,"Pareto(1,0.5)",0.6993470635627455
WHD|0.01,0.5,33,"LogNormal(0,3^2)",0.6349267951468993
WHD|0.01,0.5,33,"Exp(1) + Outliers",1.1086882766271242
WHD|0.01,0.5,34,"Beta(2,10)",1.140530372177295
WHD|0.01,0.5,34,"Uniform(0,1)",1.1924678243143692
WHD|0.01,0.5,34,"Normal(0,1^2)",1.1405328429271655
WHD|0.01,0.5,34,"Weibull(1,2)",1.1441592207227567
WHD|0.01,0.5,34,"Cauchy(0,1)",1.040056945280226
WHD|0.01,0.5,34,"Pareto(1,0.5)",0.7035286310251985
WHD|0.01,0.5,34,"LogNormal(0,3^2)",0.6414632551753939
WHD|0.01,0.5,34,"Exp(1) + Outliers",1.0793451416309046
WHD|0.01,0.5,35,"Beta(2,10)",1.1705423604911434
WHD|0.01,0.5,35,"Uniform(0,1)",1.213540576948955
WHD|0.01,0.5,35,"Normal(0,1^2)",1.160825884113661
WHD|0.01,0.5,35,"Weibull(1,2)",1.184300272258267
WHD|0.01,0.5,35,"Cauchy(0,1)",1.0737025578089858
WHD|0.01,0.5,35,"Pareto(1,0.5)",0.7327533956741129
WHD|0.01,0.5,35,"LogNormal(0,3^2)",0.6910071530216312
WHD|0.01,0.5,35,"Exp(1) + Outliers",1.1124395860533978
WHD|0.01,0.5,36,"Beta(2,10)",1.1409528924534174
WHD|0.01,0.5,36,"Uniform(0,1)",1.1863230377842453
WHD|0.01,0.5,36,"Normal(0,1^2)",1.1467862253080732
WHD|0.01,0.5,36,"Weibull(1,2)",1.152045577970619
WHD|0.01,0.5,36,"Cauchy(0,1)",1.045686869260659
WHD|0.01,0.5,36,"Pareto(1,0.5)",0.7174684177928358
WHD|0.01,0.5,36,"LogNormal(0,3^2)",0.6830662605180934
WHD|0.01,0.5,36,"Exp(1) + Outliers",1.0732544852121508
WHD|0.01,0.5,37,"Beta(2,10)",1.1738314230991136
WHD|0.01,0.5,37,"Uniform(0,1)",1.2278094706341993
WHD|0.01,0.5,37,"Normal(0,1^2)",1.1595182123444843
WHD|0.01,0.5,37,"Weibull(1,2)",1.1654659057247458
WHD|0.01,0.5,37,"Cauchy(0,1)",1.0787998277394155
WHD|0.01,0.5,37,"Pareto(1,0.5)",0.7490005976965494
WHD|0.01,0.5,37,"LogNormal(0,3^2)",0.6978090050097638
WHD|0.01,0.5,37,"Exp(1) + Outliers",1.1074756509809336
WHD|0.01,0.5,38,"Beta(2,10)",1.139473923837353
WHD|0.01,0.5,38,"Uniform(0,1)",1.1846859318897909
WHD|0.01,0.5,38,"Normal(0,1^2)",1.132201440362276
WHD|0.01,0.5,38,"Weibull(1,2)",1.1411620214300264
WHD|0.01,0.5,38,"Cauchy(0,1)",1.0445307596273314
WHD|0.01,0.5,38,"Pareto(1,0.5)",0.7311605243693735
WHD|0.01,0.5,38,"LogNormal(0,3^2)",0.6996939425900147
WHD|0.01,0.5,38,"Exp(1) + Outliers",1.0858943785953281
WHD|0.01,0.5,39,"Beta(2,10)",1.1657203989129894
WHD|0.01,0.5,39,"Uniform(0,1)",1.206422674821997
WHD|0.01,0.5,39,"Normal(0,1^2)",1.1764523355687746
WHD|0.01,0.5,39,"Weibull(1,2)",1.169622067827333
WHD|0.01,0.5,39,"Cauchy(0,1)",1.0810616723615878
WHD|0.01,0.5,39,"Pareto(1,0.5)",0.7509032584341158
WHD|0.01,0.5,39,"LogNormal(0,3^2)",0.7165999990120382
WHD|0.01,0.5,39,"Exp(1) + Outliers",1.112263147353849
WHD|0.01,0.5,40,"Beta(2,10)",1.1268693638708729
WHD|0.01,0.5,40,"Uniform(0,1)",1.1765914616167255
WHD|0.01,0.5,40,"Normal(0,1^2)",1.1388426188422136
WHD|0.01,0.5,40,"Weibull(1,2)",1.1403482381543535
WHD|0.01,0.5,40,"Cauchy(0,1)",1.0533054716436079
WHD|0.01,0.5,40,"Pareto(1,0.5)",0.7633838244929837
WHD|0.01,0.5,40,"LogNormal(0,3^2)",0.6897106283668688
WHD|0.01,0.5,40,"Exp(1) + Outliers",1.0802082577184067
WHD|0.01,0.52,2,"Beta(2,10)",0.979066610458001
WHD|0.01,0.52,2,"Uniform(0,1)",1.0017979376017836
WHD|0.01,0.52,2,"Normal(0,1^2)",1.0001654585432116
WHD|0.01,0.52,2,"Weibull(1,2)",0.9866246455400737
WHD|0.01,0.52,2,"Cauchy(0,1)",1.0159840754891507
WHD|0.01,0.52,2,"Pareto(1,0.5)",0.9562941686602842
WHD|0.01,0.52,2,"LogNormal(0,3^2)",0.9564551465118131
WHD|0.01,0.52,2,"Exp(1) + Outliers",0.95775580064454
WHD|0.01,0.52,3,"Beta(2,10)",1.2025940709349816
WHD|0.01,0.52,3,"Uniform(0,1)",1.5607488017510616
WHD|0.01,0.52,3,"Normal(0,1^2)",1.2931679281786337
WHD|0.01,0.52,3,"Weibull(1,2)",1.263824666889853
WHD|0.01,0.52,3,"Cauchy(0,1)",0.026154114467891523
WHD|0.01,0.52,3,"Pareto(1,0.5)",0.01933209737514916
WHD|0.01,0.52,3,"LogNormal(0,3^2)",0.03492685412751044
WHD|0.01,0.52,3,"Exp(1) + Outliers",0.2526878829362837
WHD|0.01,0.52,4,"Beta(2,10)",1.0892804783166192
WHD|0.01,0.52,4,"Uniform(0,1)",1.2878799600732136
WHD|0.01,0.52,4,"Normal(0,1^2)",1.139672226366183
WHD|0.01,0.52,4,"Weibull(1,2)",1.1310864379067587
WHD|0.01,0.52,4,"Cauchy(0,1)",0.020450471399517885
WHD|0.01,0.52,4,"Pareto(1,0.5)",4.8978178206040935E-06
WHD|0.01,0.52,4,"LogNormal(0,3^2)",0.01661786030371547
WHD|0.01,0.52,4,"Exp(1) + Outliers",0.325833783153847
WHD|0.01,0.52,5,"Beta(2,10)",1.2187187492150986
WHD|0.01,0.52,5,"Uniform(0,1)",1.4837679592036408
WHD|0.01,0.52,5,"Normal(0,1^2)",1.2742248317933456
WHD|0.01,0.52,5,"Weibull(1,2)",1.2637422771937905
WHD|0.01,0.52,5,"Cauchy(0,1)",0.01181699091109233
WHD|0.01,0.52,5,"Pareto(1,0.5)",2.1045449056131897E-06
WHD|0.01,0.52,5,"LogNormal(0,3^2)",0.01761410534345683
WHD|0.01,0.52,5,"Exp(1) + Outliers",0.06574337129225671
WHD|0.01,0.52,6,"Beta(2,10)",1.1230036720826704
WHD|0.01,0.52,6,"Uniform(0,1)",1.3218769606039311
WHD|0.01,0.52,6,"Normal(0,1^2)",1.1665813568970989
WHD|0.01,0.52,6,"Weibull(1,2)",1.1704546274791692
WHD|0.01,0.52,6,"Cauchy(0,1)",0.02520084914436626
WHD|0.01,0.52,6,"Pareto(1,0.5)",7.180795460142525E-07
WHD|0.01,0.52,6,"LogNormal(0,3^2)",0.010258789946335972
WHD|0.01,0.52,6,"Exp(1) + Outliers",0.12317813767686896
WHD|0.01,0.52,7,"Beta(2,10)",1.1981526944236152
WHD|0.01,0.52,7,"Uniform(0,1)",1.4016556316873785
WHD|0.01,0.52,7,"Normal(0,1^2)",1.2460526077753842
WHD|0.01,0.52,7,"Weibull(1,2)",1.2365336814297132
WHD|0.01,0.52,7,"Cauchy(0,1)",0.18796679104225034
WHD|0.01,0.52,7,"Pareto(1,0.5)",1.0884750982416793E-05
WHD|0.01,0.52,7,"LogNormal(0,3^2)",0.02064205205228003
WHD|0.01,0.52,7,"Exp(1) + Outliers",0.024135624024965923
WHD|0.01,0.52,8,"Beta(2,10)",1.1555926927332973
WHD|0.01,0.52,8,"Uniform(0,1)",1.3009662822715746
WHD|0.01,0.52,8,"Normal(0,1^2)",1.1836839626742004
WHD|0.01,0.52,8,"Weibull(1,2)",1.1854678721340388
WHD|0.01,0.52,8,"Cauchy(0,1)",0.6173290801073543
WHD|0.01,0.52,8,"Pareto(1,0.5)",0.021419562116733678
WHD|0.01,0.52,8,"LogNormal(0,3^2)",0.17298019452171234
WHD|0.01,0.52,8,"Exp(1) + Outliers",2.0926862952790395E-05
WHD|0.01,0.52,9,"Beta(2,10)",1.1913279768327845
WHD|0.01,0.52,9,"Uniform(0,1)",1.3676996087594917
WHD|0.01,0.52,9,"Normal(0,1^2)",1.2254375137860958
WHD|0.01,0.52,9,"Weibull(1,2)",1.2201423101294577
WHD|0.01,0.52,9,"Cauchy(0,1)",0.683103337405028
WHD|0.01,0.52,9,"Pareto(1,0.5)",0.03021768849274496
WHD|0.01,0.52,9,"LogNormal(0,3^2)",0.14761449822184686
WHD|0.01,0.52,9,"Exp(1) + Outliers",4.716217539131065E-05
WHD|0.01,0.52,10,"Beta(2,10)",1.1691518058169543
WHD|0.01,0.52,10,"Uniform(0,1)",1.2999318215744895
WHD|0.01,0.52,10,"Normal(0,1^2)",1.1778359359595607
WHD|0.01,0.52,10,"Weibull(1,2)",1.2002503943943468
WHD|0.01,0.52,10,"Cauchy(0,1)",0.7206250927699369
WHD|0.01,0.52,10,"Pareto(1,0.5)",0.013189687935687582
WHD|0.01,0.52,10,"LogNormal(0,3^2)",0.16213556175143332
WHD|0.01,0.52,10,"Exp(1) + Outliers",4.433830345340715E-05
WHD|0.01,0.52,11,"Beta(2,10)",1.182810485194558
WHD|0.01,0.52,11,"Uniform(0,1)",1.3305483003571856
WHD|0.01,0.52,11,"Normal(0,1^2)",1.2173617258196716
WHD|0.01,0.52,11,"Weibull(1,2)",1.2040767803338805
WHD|0.01,0.52,11,"Cauchy(0,1)",0.8355250468520758
WHD|0.01,0.52,11,"Pareto(1,0.5)",0.04353480278180689
WHD|0.01,0.52,11,"LogNormal(0,3^2)",0.20377918752204024
WHD|0.01,0.52,11,"Exp(1) + Outliers",0.00012482937244072786
WHD|0.01,0.52,12,"Beta(2,10)",1.16981378835526
WHD|0.01,0.52,12,"Uniform(0,1)",1.307522097434208
WHD|0.01,0.52,12,"Normal(0,1^2)",1.1972597861491352
WHD|0.01,0.52,12,"Weibull(1,2)",1.194680557210995
WHD|0.01,0.52,12,"Cauchy(0,1)",0.8537347559072748
WHD|0.01,0.52,12,"Pareto(1,0.5)",0.1386024293909122
WHD|0.01,0.52,12,"LogNormal(0,3^2)",0.32697071738855954
WHD|0.01,0.52,12,"Exp(1) + Outliers",0.00029302260848626863
WHD|0.01,0.52,13,"Beta(2,10)",1.1778644124337867
WHD|0.01,0.52,13,"Uniform(0,1)",1.303374366969726
WHD|0.01,0.52,13,"Normal(0,1^2)",1.2117067070766112
WHD|0.01,0.52,13,"Weibull(1,2)",1.1974888824246246
WHD|0.01,0.52,13,"Cauchy(0,1)",0.8748228974962562
WHD|0.01,0.52,13,"Pareto(1,0.5)",0.20712844120219737
WHD|0.01,0.52,13,"LogNormal(0,3^2)",0.31885793801650875
WHD|0.01,0.52,13,"Exp(1) + Outliers",0.000314257813379459
WHD|0.01,0.52,14,"Beta(2,10)",1.1732744584758956
WHD|0.01,0.52,14,"Uniform(0,1)",1.2859606926031502
WHD|0.01,0.52,14,"Normal(0,1^2)",1.1856511063825133
WHD|0.01,0.52,14,"Weibull(1,2)",1.2038664070892768
WHD|0.01,0.52,14,"Cauchy(0,1)",0.8907699737831575
WHD|0.01,0.52,14,"Pareto(1,0.5)",0.20427673008603517
WHD|0.01,0.52,14,"LogNormal(0,3^2)",0.33546317474840565
WHD|0.01,0.52,14,"Exp(1) + Outliers",0.0005793535851030977
WHD|0.01,0.52,15,"Beta(2,10)",1.1755977662841757
WHD|0.01,0.52,15,"Uniform(0,1)",1.2784774964301162
WHD|0.01,0.52,15,"Normal(0,1^2)",1.1855583821030655
